% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1305 +3.256936395e+02 +3.256936395e+02 -1.363963605e+02 -1.363963605e+02 -3.0844e+00 +5.3219e+00 +4.7867e-01 -6.9142e-01 -7.8937e-01 +1.2048e+00 +1.8713e+00 -1.2742e-01 +8.5495e-02 -1.6327e-01 -2.3613e-01 -4.3880e+00 -2.4396e+00 -1.3804e+00 +1.5037e+00 -3.2110e+00 -2.8578e-01 +3.2007e+00 +2.0548e+00 +2.1959e+00
1461 +2.814404232e+02 +2.814404232e+02 -1.806495768e+02 -1.806495768e+02 -1.5735e+00 +2.3406e+00 +4.5313e-01 +1.9669e+00 -2.1863e+00 -1.6860e-01 -4.9665e-01 +2.5173e+00 +1.3456e+00 -5.3945e-01 +1.1434e+00 -3.1390e+00 -3.4111e-01 -3.0700e+00 -6.5588e-01 -3.9330e+00 -7.7666e-01 +1.9341e+00 +1.3075e+00 +2.5911e+00
2114 +2.630938231e+02 +2.630938231e+02 -1.989961769e+02 -1.989961769e+02 +5.5065e-01 +3.6305e-01 +3.6621e-01 -2.0798e+00 -9.8329e-01 +2.1531e+00 -8.8157e-02 +1.6725e+00 +6.3618e-02 +8.5001e-01 +1.6449e+00 -2.5166e+00 -9.3441e-01 -3.0747e+00 +1.1862e-01 -3.5128e+00 -2.0120e+00 +3.5610e+00 +2.0934e+00 +1.0806e+00
3522 +2.465698858e+02 +2.465698858e+02 -2.155201142e+02 -2.155201142e+02 +1.3193e+00 +2.6477e+00 -1.3890e+00 -7.2037e-01 +9.7015e-02 +4.3350e+00 +4.4396e-01 +2.8218e+00 -6.2884e-02 +1.0869e+00 +2.6686e+00 -3.6789e+00 +4.3371e-02 -4.7642e+00 +9.0519e-01 -5.4557e+00 +1.8506e-01 +3.1029e+00 +2.5600e+00 +2.3937e+00
3602 +2.425594927e+02 +2.425594927e+02 -2.195305073e+02 -2.195305073e+02 +3.1933e-01 +4.9604e+00 -7.1943e-01 -9.2953e-02 +7.0401e-01 +4.6147e+00 +6.9401e-03 +3.2076e+00 +1.1460e-01 +1.1651e+00 +1.5524e+00 -4.4717e+00 -1.0838e+00 -3.3626e+00 +1.9176e-01 -4.4110e+00 -4.5305e-01 +3.4569e+00 +1.7835e+00 +1.7801e+00
3757 +2.046137022e+02 +2.046137022e+02 -2.574762978e+02 -2.574762978e+02 +2.3234e-01 +1.9913e+00 -2.3527e+00 -6.7821e-01 -7.9517e-01 +3.0085e+00 +9.5530e-01 +2.0581e+00 +1.2669e+00 +5.7518e-01 +2.8747e+00 -2.0322e+00 -8.2618e-01 -3.0575e+00 +9.7281e-01 -4.6808e+00 +3.6708e-01 +2.9771e+00 +2.8160e+00 +2.0094e+00
5193 +1.966959617e+02 +1.966959617e+02 -2.653940383e+02 -2.653940383e+02 +2.8492e-01 +1.2732e+00 +2.1383e+00 -1.8027e+00 +6.0820e-01 +2.9401e+00 +1.8602e+00 +4.1707e+00 +6.8944e-01 +8.6436e-01 +1.2644e+00 -3.0736e+00 +1.0719e-01 -1.9549e+00 +8.2589e-01 -3.7031e+00 +2.6286e-01 +3.5327e+00 +2.4147e+00 +1.6878e+00
7230 +1.840443677e+02 +1.840443677e+02 -2.780456323e+02 -2.780456323e+02 -1.5785e-02 +2.1860e+00 +5.1932e-01 -3.2261e-01 -1.1442e-01 +1.4706e+00 +4.9572e-01 +1.9274e+00 -7.0337e-01 -4.9704e-01 +2.2343e+00 -4.6514e+00 -8.1341e-01 -2.4300e+00 +9.3978e-01 -3.6735e+00 +4.4050e-01 +3.1733e+00 +2.7863e+00 +2.5580e+00
7549 +1.816658147e+02 +1.816658147e+02 -2.804241853e+02 -2.804241853e+02 +1.2262e+00 +2.7558e+00 +9.0333e-02 -3.2770e-02 +1.0325e+00 +1.4414e+00 +2.0324e+00 +1.1104e+00 +7.8626e-02 +1.2060e-01 +1.7328e+00 -3.2934e+00 -4.0096e-01 -2.4358e+00 +8.9101e-01 -3.9443e+00 +2.5527e-02 +2.7205e+00 +2.7800e+00 +1.7267e+00
7759 +1.568129675e+02 +1.568129675e+02 -3.052770325e+02 -3.052770325e+02 -9.0777e-01 +2.1904e+00 +4.8700e-01 +1.2638e+00 +8.0221e-01 +8.2675e-01 +1.2094e+00 +1.4047e+00 +4.7225e-01 -1.1775e-01 +1.7090e+00 -3.6343e+00 -2.7966e-01 -2.8366e+00 +5.4344e-01 -3.4908e+00 -1.9007e-02 +3.2122e+00 +2.7680e+00 +1.7770e+00
7805 +1.507307890e+02 +1.507307890e+02 -3.113592110e+02 -3.113592110e+02 -5.6462e-01 +2.5962e+00 +1.1691e+00 +3.2961e+00 +2.7914e-01 +1.3742e+00 +1.2572e+00 +6.2603e-01 +1.1988e+00 -8.4101e-01 +2.2225e+00 -4.2244e+00 -2.8331e-01 -3.3935e+00 +9.6700e-01 -5.0724e+00 +2.7008e-01 +3.6455e+00 +2.8100e+00 +1.5270e+00
11780 +1.427169186e+02 +1.427169186e+02 -3.193730814e+02 -3.193730814e+02 +4.3420e-01 +2.9341e+00 +2.1580e+00 +1.4020e+00 +9.9888e-01 +3.6967e+00 +1.8371e+00 +1.4745e+00 +6.8602e-01 +1.1040e+00 +2.0738e+00 -3.2926e+00 -3.3929e-01 -3.6752e+00 +4.8659e-01 -3.6772e+00 -7.1556e-02 +3.2843e+00 +2.6623e+00 +1.8753e+00
15977 +1.292672353e+02 +1.292672353e+02 -3.328227647e+02 -3.328227647e+02 +1.4141e+00 +2.2646e+00 +2.0387e+00 +1.6520e+00 +9.6231e-01 +1.2291e+00 +1.8577e+00 +2.7169e+00 +1.6304e+00 -9.7260e-01 +2.1116e+00 -4.0528e+00 -7.9824e-01 -2.9731e+00 +9.4084e-01 -3.8093e+00 -7.6923e-02 +2.8634e+00 +2.8975e+00 +1.4722e+00
16176 +1.117210422e+02 +1.117210422e+02 -3.503689578e+02 -3.503689578e+02 +1.0606e+00 +2.2684e+00 +2.1078e+00 +2.1833e+00 +1.0739e+00 +1.5717e+00 +2.5380e+00 +2.6376e+00 +1.1449e+00 +1.7308e-01 +2.7472e+00 -3.7580e+00 -8.6435e-01 -2.5886e+00 +9.3854e-01 -3.8392e+00 -9.1285e-02 +3.3388e+00 +2.8600e+00 +1.1521e+00
19225 +1.014493039e+02 +1.014493039e+02 -3.606406961e+02 -3.606406961e+02 +2.2263e-01 +4.1593e+00 +2.1439e+00 -8.4794e-01 +1.4469e+00 +1.3742e+00 +1.8009e+00 +1.3434e+00 +1.2611e+00 -2.4686e+00 +2.7419e+00 -4.3402e+00 -2.4437e-01 -3.0881e+00 +1.3868e+00 -4.2441e+00 +4.0744e-02 +3.3358e+00 +2.8137e+00 +1.0982e+00
21209 +8.891162311e+01 +8.891162311e+01 -3.731783769e+02 -3.731783769e+02 +5.2149e-01 +3.3687e+00 +2.1721e+00 -8.5295e-02 +1.3969e+00 +1.3990e+00 +2.4027e+00 +2.5040e+00 +1.0878e+00 +4.5244e-01 +2.7963e+00 -4.2906e+00 -3.1975e-01 -3.2106e+00 +1.3535e+00 -4.7802e+00 -2.6337e-02 +3.3112e+00 +2.8062e+00 +1.1165e+00
22891 +8.023937067e+01 +8.023937067e+01 -3.818506293e+02 -3.818506293e+02 +3.9462e-01 +3.3105e+00 +2.1590e+00 -1.1030e-01 +1.5609e+00 +2.0531e+00 +2.6951e+00 +1.7596e+00 +1.2218e+00 +9.0030e-02 +2.7459e+00 -5.1133e+00 -4.3376e-01 -2.8059e+00 +1.3888e+00 -4.3259e+00 -4.6570e-02 +2.9798e+00 +2.8089e+00 +1.1554e+00
23787 +7.767631354e+01 +7.767631354e+01 -3.844136865e+02 -3.844136865e+02 +2.6201e-01 +3.2557e+00 +2.1832e+00 -1.4332e-01 +1.5745e+00 +2.1289e+00 +2.4649e+00 +1.3886e+00 +1.1864e+00 +4.3844e-01 +2.6649e+00 -3.8316e+00 -3.5478e-01 -3.3862e+00 +1.3156e+00 -4.2666e+00 -2.3342e-02 +3.5666e+00 +2.7326e+00 +1.1417e+00
23951 +6.466072704e+01 +6.466072704e+01 -3.974292730e+02 -3.974292730e+02 +3.3905e-01 +3.3529e+00 +2.1895e+00 -2.8169e-01 +1.5094e+00 +2.2927e+00 +2.4952e+00 +1.9294e+00 +1.0966e+00 +9.8653e-02 +2.7054e+00 -3.6459e+00 -4.4693e-01 -2.9873e+00 +1.3268e+00 -4.3405e+00 -1.1409e-02 +3.2636e+00 +2.8120e+00 +1.1025e+00
26116 +6.085535781e+01 +6.085535781e+01 -4.012346422e+02 -4.012346422e+02 +2.1367e-01 +3.2568e+00 +2.0439e+00 -8.8046e-01 +1.4416e+00 +1.4250e+00 +1.7696e+00 +1.9694e+00 +1.3033e+00 +3.5549e-02 +2.8619e+00 -4.2522e+00 -2.9583e-01 -2.9652e+00 +1.3777e+00 -4.3447e+00 +8.3124e-03 +3.3598e+00 +2.8047e+00 +1.1300e+00
26303 +5.836220282e+01 +5.836220282e+01 -4.037277972e+02 -4.037277972e+02 +3.4262e-01 +3.2662e+00 +2.0679e+00 -7.0190e-01 +1.5792e+00 +1.3767e+00 +1.8539e+00 +1.9096e+00 +1.2065e+00 +5.3722e-02 +2.8079e+00 -4.1790e+00 -3.3164e-01 -3.0008e+00 +1.3610e+00 -4.2591e+00 +2.1055e-02 +2.9754e+00 +2.8280e+00 +1.1229e+00
26515 +5.637158537e+01 +5.637158537e+01 -4.057184146e+02 -4.057184146e+02 +2.8731e-01 +3.2409e+00 +2.1782e+00 -9.8600e-02 +1.4022e+00 +1.3266e+00 +1.8689e+00 +1.9741e+00 +1.1876e+00 +8.6749e-02 +2.7950e+00 -4.4053e+00 -2.9233e-01 -2.9181e+00 +1.3821e+00 -4.3397e+00 -3.9964e-02 +3.6187e+00 +2.7562e+00 +1.0912e+00
26530 +5.578271093e+01 +5.578271093e+01 -4.063072891e+02 -4.063072891e+02 +3.5655e-01 +3.2295e+00 +2.1506e+00 -1.2549e-01 +1.3896e+00 +1.4153e+00 +1.9149e+00 +1.8902e+00 +1.1682e+00 +1.3626e-01 +2.8148e+00 -4.4609e+00 -3.1675e-01 -2.9469e+00 +1.3869e+00 -4.3502e+00 -5.6789e-02 +3.6898e+00 +2.7811e+00 +1.1306e+00
26785 +5.186625925e+01 +5.186625925e+01 -4.102237407e+02 -4.102237407e+02 +4.6089e-01 +3.3324e+00 +2.1588e+00 -2.4971e-01 +1.4883e+00 +1.3081e+00 +1.8229e+00 +2.0300e+00 +1.1185e+00 +3.1258e-02 +2.8009e+00 -4.3108e+00 -3.6239e-01 -2.9650e+00 +1.3761e+00 -4.3613e+00 -6.1218e-02 +2.9591e+00 +2.7835e+00 +1.1993e+00
26908 +4.877294744e+01 +4.877294744e+01 -4.133170526e+02 -4.133170526e+02 +5.1906e-01 +3.2700e+00 +2.1553e+00 -2.2115e-01 +1.4828e+00 +1.3553e+00 +1.7863e+00 +1.7982e+00 +1.2489e+00 +8.0747e-02 +2.8067e+00 -4.2703e+00 -3.3197e-01 -3.0194e+00 +1.3369e+00 -4.3377e+00 -4.7519e-02 +2.5593e+00 +2.8027e+00 +1.1645e+00
27428 +4.186485007e+01 +4.186485007e+01 -4.202251499e+02 -4.202251499e+02 +3.8393e-01 +3.2838e+00 +2.1597e+00 -9.5591e-02 +1.3887e+00 +1.4004e+00 +1.8871e+00 +1.8460e+00 +1.1256e+00 +1.6531e-02 +2.7965e+00 -3.8247e+00 -4.1016e-01 -2.9861e+00 +1.3773e+00 -3.8501e+00 -2.3929e-02 +2.9711e+00 +2.7950e+00 +1.1512e+00
27572 +3.997387094e+01 +3.997387094e+01 -4.221161291e+02 -4.221161291e+02 +2.5450e-01 +3.2506e+00 +2.1213e+00 -2.2194e-01 +1.3975e+00 +1.4281e+00 +1.7930e+00 +1.9702e+00 +1.1668e+00 +3.2675e-02 +2.8122e+00 -3.8036e+00 -4.1826e-01 -2.9361e+00 +1.3709e+00 -3.9569e+00 -1.6732e-02 +3.3281e+00 +2.8158e+00 +1.1564e+00
27879 +3.955623326e+01 +3.955623326e+01 -4.225337667e+02 -4.225337667e+02 +2.0881e-01 +3.1880e+00 +2.1711e+00 -1.8227e-01 +1.5223e+00 +1.3140e+00 +1.7602e+00 +1.8629e+00 +1.1688e+00 +4.6306e-02 +2.8054e+00 -3.8600e+00 -3.5721e-01 -2.9059e+00 +1.3727e+00 -3.9464e+00 -3.6141e-02 +2.9574e+00 +2.8155e+00 +1.1438e+00
29358 +3.805198490e+01 +3.805198490e+01 -4.240380151e+02 -4.240380151e+02 +3.4451e-01 +3.2330e+00 +2.1471e+00 -1.4788e-01 +1.3620e+00 +1.3850e+00 +1.9011e+00 +1.9058e+00 +1.2624e+00 +4.6348e-02 +2.8019e+00 -3.7846e+00 -3.6970e-01 -2.9541e+00 +1.3555e+00 -3.8908e+00 -4.0714e-02 +2.9344e+00 +2.8179e+00 +1.0980e+00
29369 +3.710391944e+01 +3.710391944e+01 -4.249860806e+02 -4.249860806e+02 +3.1396e-01 +3.2311e+00 +2.1477e+00 -1.5375e-01 +1.3503e+00 +1.3844e+00 +1.8038e+00 +1.9706e+00 +1.2280e+00 +7.0410e-02 +2.8016e+00 -3.7723e+00 -3.5305e-01 -2.9563e+00 +1.3532e+00 -3.8943e+00 -4.2974e-02 +2.9494e+00 +2.8020e+00 +1.1001e+00
29442 +3.509837148e+01 +3.509837148e+01 -4.269916285e+02 -4.269916285e+02 +3.2169e-01 +3.2301e+00 +2.2034e+00 -1.8638e-01 +1.3891e+00 +1.3604e+00 +1.8096e+00 +1.9029e+00 +1.1888e+00 +7.8967e-02 +2.8124e+00 -3.8108e+00 -3.8690e-01 -2.9777e+00 +1.3468e+00 -3.9714e+00 -2.7839e-02 +2.9861e+00 +2.8178e+00 +1.1370e+00
29730 +3.294024188e+01 +3.294024188e+01 -4.291497581e+02 -4.291497581e+02 +2.9385e-01 +3.2143e+00 +2.1605e+00 -1.3806e-01 +1.4728e+00 +1.3959e+00 +1.7628e+00 +1.9123e+00 +1.2803e+00 +7.2709e-02 +2.8011e+00 -3.7686e+00 -3.5375e-01 -2.9673e+00 +1.3345e+00 -3.9404e+00 -5.1517e-02 +2.9315e+00 +2.8265e+00 +1.1621e+00
29840 +3.206500103e+01 +3.206500103e+01 -4.300249990e+02 -4.300249990e+02 +3.7195e-01 +3.2692e+00 +2.1987e+00 -1.7509e-01 +1.4554e+00 +1.3437e+00 +1.8646e+00 +1.9766e+00 +1.2442e+00 +8.2652e-02 +2.8005e+00 -3.7785e+00 -3.8121e-01 -2.9985e+00 +1.3452e+00 -3.9321e+00 -3.7599e-02 +2.9297e+00 +2.8306e+00 +1.1483e+00
29850 +3.141998203e+01 +3.141998203e+01 -4.306700180e+02 -4.306700180e+02 +4.0422e-01 +3.2746e+00 +2.2062e+00 -1.7771e-01 +1.4733e+00 +1.3387e+00 +1.8037e+00 +1.9964e+00 +1.1899e+00 +5.2764e-02 +2.8112e+00 -3.7794e+00 -3.8316e-01 -3.0051e+00 +1.3520e+00 -3.9212e+00 -3.4666e-02 +2.9716e+00 +2.8158e+00 +1.1316e+00
29859 +2.970831005e+01 +2.970831005e+01 -4.323816899e+02 -4.323816899e+02 +3.4254e-01 +3.2661e+00 +2.2032e+00 -1.8011e-01 +1.4664e+00 +1.3642e+00 +1.8394e+00 +2.0035e+00 +1.1967e+00 +6.5093e-02 +2.8067e+00 -3.7989e+00 -3.9578e-01 -2.9921e+00 +1.3612e+00 -3.9338e+00 -3.3073e-02 +2.9624e+00 +2.8202e+00 +1.1301e+00
29903 +2.846291816e+01 +2.846291816e+01 -4.336270818e+02 -4.336270818e+02 +3.7637e-01 +3.2939e+00 +2.2088e+00 -1.7400e-01 +1.4285e+00 +1.3836e+00 +1.7863e+00 +1.8701e+00 +1.1569e+00 +2.7676e-02 +2.8175e+00 -3.7602e+00 -3.6941e-01 -2.9491e+00 +1.3644e+00 -3.8928e+00 -2.6539e-02 +2.9554e+00 +2.8052e+00 +1.1548e+00
30132 +2.815757215e+01 +2.815757215e+01 -4.339324278e+02 -4.339324278e+02 +3.8853e-01 +3.2888e+00 +2.2045e+00 -1.4370e-01 +1.5348e+00 +1.3581e+00 +1.7705e+00 +1.8880e+00 +1.1256e+00 +7.1189e-02 +2.8004e+00 -3.7913e+00 -3.9157e-01 -2.9918e+00 +1.3614e+00 -3.9478e+00 -6.4090e-02 +2.9439e+00 +2.8225e+00 +1.0979e+00
30592 +2.748992320e+01 +2.748992320e+01 -4.346000768e+02 -4.346000768e+02 +4.8224e-01 +3.2780e+00 +2.1886e+00 -1.6600e-01 +1.4490e+00 +1.3740e+00 +1.7980e+00 +1.8615e+00 +1.1612e+00 +8.5678e-02 +2.8032e+00 -3.7437e+00 -3.9967e-01 -2.9675e+00 +1.3586e+00 -3.9140e+00 -5.7364e-02 +2.9245e+00 +2.8121e+00 +1.1219e+00
31275 +2.590478803e+01 +2.590478803e+01 -4.361852120e+02 -4.361852120e+02 +3.9803e-01 +3.2633e+00 +2.1849e+00 -1.4161e-01 +1.4848e+00 +1.3879e+00 +1.7986e+00 +1.8439e+00 +1.0901e+00 +2.7878e-02 +2.8043e+00 -3.8096e+00 -3.6540e-01 -2.9749e+00 +1.3538e+00 -3.9417e+00 -4.8034e-02 +2.9717e+00 +2.8289e+00 +1.1239e+00
31498 +2.532078369e+01 +2.532078369e+01 -4.367692163e+02 -4.367692163e+02 +3.9930e-01 +3.2698e+00 +2.2163e+00 -1.9692e-01 +1.4840e+00 +1.3702e+00 +1.7782e+00 +1.8847e+00 +1.2070e+00 +4.1262e-02 +2.8011e+00 -3.7990e+00 -3.5215e-01 -2.9365e+00 +1.3635e+00 -3.9020e+00 -3.9000e-02 +2.9804e+00 +2.8179e+00 +1.1359e+00
31984 +2.509518911e+01 +2.509518911e+01 -4.369948109e+02 -4.369948109e+02 +4.5590e-01 +3.2938e+00 +2.2118e+00 -1.4433e-01 +1.4502e+00 +1.3994e+00 +1.8315e+00 +1.8843e+00 +1.1694e+00 +6.9860e-02 +2.8055e+00 -3.7907e+00 -3.7393e-01 -2.9555e+00 +1.3736e+00 -3.9281e+00 -5.3040e-02 +2.9284e+00 +2.8074e+00 +1.1220e+00
32407 +2.441894497e+01 +2.441894497e+01 -4.376710550e+02 -4.376710550e+02 +3.5461e-01 +3.2897e+00 +2.1427e+00 -1.6284e-01 +1.4825e+00 +1.4164e+00 +1.7773e+00 +1.8580e+00 +1.1556e+00 +6.3046e-02 +2.8135e+00 -3.7877e+00 -3.3809e-01 -2.9367e+00 +1.3802e+00 -3.9303e+00 -2.2128e-02 +2.9483e+00 +2.8222e+00 +1.1304e+00
32525 +2.295958488e+01 +2.295958488e+01 -4.391304151e+02 -4.391304151e+02 +3.7779e-01 +3.2638e+00 +2.1971e+00 -1.6196e-01 +1.4591e+00 +1.3815e+00 +1.7598e+00 +1.8789e+00 +1.1561e+00 +4.8376e-02 +2.8030e+00 -3.7842e+00 -3.6995e-01 -2.9470e+00 +1.3594e+00 -3.9182e+00 -3.2211e-02 +2.9835e+00 +2.8168e+00 +1.1206e+00
32860 +2.259007480e+01 +2.259007480e+01 -4.394999252e+02 -4.394999252e+02 +3.8792e-01 +3.2770e+00 +2.2017e+00 -1.1439e-01 +1.4820e+00 +1.3772e+00 +1.7851e+00 +1.9191e+00 +1.1164e+00 +6.9636e-02 +2.8024e+00 -3.7766e+00 -3.3906e-01 -2.9549e+00 +1.3753e+00 -3.9455e+00 -2.7596e-02 +2.9530e+00 +2.8064e+00 +1.1060e+00
33556 +2.188640526e+01 +2.188640526e+01 -4.402035947e+02 -4.402035947e+02 +3.8222e-01 +3.2777e+00 +2.1961e+00 -2.0554e-01 +1.4648e+00 +1.3910e+00 +1.8035e+00 +1.9085e+00 +1.1287e+00 +7.4992e-02 +2.8030e+00 -3.7731e+00 -3.4613e-01 -2.9649e+00 +1.3791e+00 -3.9306e+00 -3.2559e-02 +2.9325e+00 +2.8184e+00 +1.1285e+00
33753 +2.017947095e+01 +2.017947095e+01 -4.419105291e+02 -4.419105291e+02 +3.9589e-01 +3.2638e+00 +2.1917e+00 -1.4270e-01 +1.4586e+00 +1.3742e+00 +1.7971e+00 +1.8929e+00 +1.1271e+00 +7.1850e-02 +2.7997e+00 -3.7495e+00 -3.7102e-01 -2.9701e+00 +1.3648e+00 -3.9349e+00 -2.8727e-02 +2.9374e+00 +2.8260e+00 +1.1326e+00
34687 +1.990319322e+01 +1.990319322e+01 -4.421868068e+02 -4.421868068e+02 +3.1993e-01 +3.2755e+00 +2.2037e+00 -1.5191e-01 +1.4751e+00 +1.3837e+00 +1.8133e+00 +1.8742e+00 +1.1226e+00 +5.2159e-02 +2.7999e+00 -3.7758e+00 -3.5645e-01 -2.9654e+00 +1.3690e+00 -3.9193e+00 -3.2000e-02 +2.9373e+00 +2.8299e+00 +1.1169e+00
36097 +1.921833066e+01 +1.921833066e+01 -4.428716693e+02 -4.428716693e+02 +3.9644e-01 +3.2479e+00 +2.1980e+00 -1.3597e-01 +1.4566e+00 +1.3755e+00 +1.7868e+00 +1.9015e+00 +1.1562e+00 +7.2779e-02 +2.7996e+00 -3.7851e+00 -3.4747e-01 -2.9627e+00 +1.3779e+00 -3.9216e+00 -3.1924e-02 +2.9554e+00 +2.8155e+00 +1.1329e+00
36666 +1.890235249e+01 +1.890235249e+01 -4.431876475e+02 -4.431876475e+02 +3.7808e-01 +3.2761e+00 +2.2040e+00 -1.2922e-01 +1.4688e+00 +1.3813e+00 +1.7756e+00 +1.8825e+00 +1.1251e+00 +5.3515e-02 +2.8004e+00 -3.7807e+00 -3.5092e-01 -2.9726e+00 +1.3832e+00 -3.9215e+00 -3.1860e-02 +2.9491e+00 +2.8201e+00 +1.1233e+00
38540 +1.861301555e+01 +1.861301555e+01 -4.434769845e+02 -4.434769845e+02 +3.5494e-01 +3.2718e+00 +2.2124e+00 -1.5196e-01 +1.4635e+00 +1.3815e+00 +1.8011e+00 +1.8923e+00 +1.1371e+00 +5.2287e-02 +2.8000e+00 -3.7765e+00 -3.6806e-01 -2.9654e+00 +1.3805e+00 -3.9245e+00 -2.4817e-02 +2.9522e+00 +2.8220e+00 +1.1341e+00
41612 +1.819071124e+01 +1.819071124e+01 -4.438992888e+02 -4.438992888e+02 +3.9082e-01 +3.2688e+00 +2.1985e+00 -1.4921e-01 +1.4682e+00 +1.3840e+00 +1.7930e+00 +1.8816e+00 +1.1408e+00 +6.9421e-02 +2.7996e+00 -3.7887e+00 -3.4242e-01 -2.9568e+00 +1.3845e+00 -3.9239e+00 -2.9254e-02 +2.9512e+00 +2.8288e+00 +1.1366e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
