% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
733 +6.138244453e+00 +6.138244453e+00 -1.080175555e+01 -1.080175555e+01 +1.5785e+00 +3.5679e+00 -1.4757e+00 +1.4111e+00 +2.8739e+00 -4.0557e+00 +3.4504e+00 -2.7242e+00 -4.6382e-01 -3.0372e+00 +1.8572e+00 +2.7160e+00 -1.8050e+00 -2.6158e+00 -1.2551e+00 +1.2791e+00 +3.9774e+00 +1.6998e-01 +1.1255e-01 +1.3356e+00
760 +5.940703808e+00 +5.940703808e+00 -1.099929619e+01 -1.099929619e+01 +3.4549e+00 +2.2193e+00 -1.2995e+00 +2.2950e+00 +2.6759e+00 -2.0989e+00 +1.6760e+00 -3.0124e+00 -4.1230e-01 -2.6908e+00 +2.7092e+00 +3.1243e+00 +5.5900e-01 -4.0465e+00 -1.1382e+00 +1.6301e+00 +4.3869e+00 +1.3469e+00 -1.3159e+00 -4.9557e-01
771 +5.803528629e+00 +5.803528629e+00 -1.113647137e+01 -1.113647137e+01 +3.2810e+00 +1.1673e+00 -1.0819e+00 +1.0069e+00 +3.0483e+00 -2.0453e+00 +2.1381e+00 -3.1586e+00 -5.1508e-01 -2.3536e+00 +1.7779e+00 +3.4728e+00 -1.7078e+00 -4.8058e+00 -1.8736e+00 +2.3043e+00 +4.3100e+00 +4.4817e-01 -4.6072e-01 -8.1205e-01
961 +4.370201822e+00 +4.370201822e+00 -1.256979818e+01 -1.256979818e+01 +3.5348e+00 +1.2360e+00 -1.6607e-01 +2.4868e-01 +4.4097e+00 -6.0592e-01 -8.7640e-02 -4.2485e+00 +7.4339e-01 -2.8825e-01 +2.7072e+00 +1.8090e+00 -3.8879e-01 -1.5662e+00 +1.6589e+00 +4.5188e+00 +1.5533e+00 +1.8464e+00 +6.0184e-01 +1.4676e+00
1886 +4.062659917e+00 +4.062659917e+00 -1.287734008e+01 -1.287734008e+01 +2.0827e+00 +6.2581e-02 +5.0775e-02 +1.8844e+00 +2.7543e+00 -3.9312e+00 +3.0709e+00 -3.7946e+00 -1.8681e-01 -1.2435e+00 +2.5510e+00 +1.0383e+00 -1.1634e+00 -1.9365e+00 +5.0845e+00 +2.6913e+00 +2.7153e+00 +4.7336e-01 +2.8459e+00 +2.5433e+00
4002 +3.914674258e+00 +3.914674258e+00 -1.302532574e+01 -1.302532574e+01 +3.5976e+00 +1.1238e+00 -1.5215e+00 +2.0284e+00 +2.7847e+00 -2.6499e+00 +4.7029e+00 -9.5156e-01 -1.0336e+00 -2.4959e+00 +2.4304e+00 +2.6546e-01 -2.6507e+00 +1.1375e+00 +2.3907e+00 +2.1629e+00 +2.5550e+00 +4.5565e-01 +9.2689e-01 +2.5457e+00
4080 +3.790531217e+00 +3.790531217e+00 -1.314946878e+01 -1.314946878e+01 +3.5505e+00 +2.0068e+00 -6.3531e-01 +2.8367e+00 +3.0502e+00 -3.0636e+00 +4.0294e+00 -9.5318e-01 +6.4515e-02 -2.3216e+00 +3.3617e+00 +2.1100e-01 -3.0598e+00 -5.6156e-01 +3.4102e+00 +2.3347e+00 +3.5858e+00 -7.2086e-02 +9.4518e-01 +2.7374e+00
4089 +3.442711517e+00 +3.442711517e+00 -1.349728848e+01 -1.349728848e+01 +3.5128e+00 +2.3833e+00 -1.3710e+00 +3.5638e+00 +2.7461e+00 -3.3451e+00 +4.1147e+00 -8.0748e-01 +2.4669e-01 -1.5053e+00 +3.3798e+00 +3.3103e-03 -3.7251e+00 -2.2519e+00 +3.9762e+00 +2.6354e+00 +3.9864e+00 -8.9825e-01 +2.4641e-01 +2.9188e+00
4135 +3.226212322e+00 +3.226212322e+00 -1.371378768e+01 -1.371378768e+01 +2.9170e+00 +1.3495e+00 -2.7041e-01 +2.2049e+00 +3.2439e+00 -2.8022e+00 +3.4910e+00 -1.8293e+00 -2.9908e-01 -1.5153e+00 +3.5675e+00 -2.1457e-02 -2.4706e+00 -1.2035e+00 +2.5732e+00 +1.3819e+00 +3.6633e+00 -4.1246e-02 +1.4656e+00 +1.9966e+00
4143 +2.992307575e+00 +2.992307575e+00 -1.394769242e+01 -1.394769242e+01 +2.8999e+00 +8.1917e-01 -1.2597e+00 +1.8328e+00 +3.1778e+00 -3.7665e+00 +3.7762e+00 -2.0119e+00 -3.6352e-01 -2.0162e+00 +3.6350e+00 +8.4883e-02 -2.4290e+00 -2.2660e+00 +2.9222e+00 +1.5103e+00 +3.6655e+00 -1.1218e-01 +8.0502e-01 +1.6083e+00
4214 +2.574011550e+00 +2.574011550e+00 -1.436598845e+01 -1.436598845e+01 +2.5395e+00 +1.4126e+00 -7.4732e-01 +2.0636e+00 +2.9708e+00 -1.7232e+00 +4.3811e+00 -2.0888e+00 +5.8416e-01 -2.4060e+00 +3.8042e+00 -2.9045e+00 -3.2240e+00 -1.6974e+00 +4.2703e+00 +2.3825e+00 +2.9515e+00 -6.2051e-01 -1.4498e+00 +1.5563e+00
4725 +2.557266468e+00 +2.557266468e+00 -1.438273353e+01 -1.438273353e+01 +2.4154e+00 +3.1212e+00 -2.7427e+00 +1.2699e+00 +1.7955e+00 -2.6662e+00 +2.9778e+00 -1.9297e+00 -9.0200e-01 -3.1570e+00 +3.1007e+00 +4.1987e-01 -1.1008e+00 -1.3210e+00 +1.5550e+00 +2.7877e+00 +3.3416e+00 -8.1179e-01 +1.1124e+00 +1.0688e+00
4814 +2.082679944e+00 +2.082679944e+00 -1.485732006e+01 -1.485732006e+01 +3.5240e+00 +3.3358e+00 -1.1663e+00 +1.1000e+00 +1.4948e+00 -2.5984e+00 +2.5873e+00 -1.6980e+00 +3.9337e-02 -2.4626e+00 +2.8781e+00 +5.2577e-01 -1.8964e+00 -2.4212e+00 +2.2543e+00 +3.9951e+00 +3.3635e+00 -7.2958e-01 +5.7356e-01 +1.1143e+00
5660 +1.811457231e+00 +1.811457231e+00 -1.512854277e+01 -1.512854277e+01 +3.4245e+00 +2.0778e+00 -1.1885e+00 +1.8291e+00 +1.8773e+00 -1.2629e+00 +3.3958e+00 -2.5936e+00 -8.7341e-01 -1.7763e+00 +3.8097e+00 +2.6868e-02 -2.4093e+00 -1.2173e+00 +1.8656e+00 +2.4789e+00 +3.0197e+00 +4.7424e-02 +4.4278e-01 +5.4576e-01
6790 +1.596964816e+00 +1.596964816e+00 -1.534303518e+01 -1.534303518e+01 +2.8014e+00 +3.0225e+00 -1.5490e+00 +1.5050e+00 +3.1967e+00 -1.7294e+00 +2.0374e+00 -3.1307e+00 -9.2217e-01 -1.4030e+00 +3.7104e+00 +9.7330e-01 -2.5873e+00 -1.1932e+00 +2.2181e+00 +2.5443e+00 +3.1749e+00 -5.2319e-03 -5.0014e-01 +1.2890e+00
7936 +1.291663087e+00 +1.291663087e+00 -1.564833691e+01 -1.564833691e+01 +3.6744e+00 +2.6150e+00 -1.0209e+00 +1.2785e+00 +1.4759e+00 -2.3616e+00 +3.1828e+00 -2.8468e+00 -1.0685e-02 -1.5797e+00 +3.6463e+00 -1.4442e-01 -2.4704e+00 -1.3880e+00 +2.1910e+00 +3.3221e+00 +3.9532e+00 -8.6507e-01 +3.2447e-01 +1.8588e+00
8046 +1.248835144e+00 +1.248835144e+00 -1.569116486e+01 -1.569116486e+01 +3.4921e+00 +3.0322e+00 -1.5681e+00 +1.4638e+00 +1.5009e+00 -1.7454e+00 +3.1767e+00 -2.2787e+00 -5.8146e-02 -1.8668e+00 +3.7882e+00 +2.2659e-01 -2.6725e+00 -9.2972e-01 +2.8466e+00 +2.7563e+00 +3.4063e+00 -4.9096e-01 +8.3893e-01 +2.2861e+00
9448 +1.008169374e+00 +1.008169374e+00 -1.593183063e+01 -1.593183063e+01 +3.2816e+00 +2.5868e+00 -1.2715e+00 +1.4716e+00 +1.7563e+00 -2.1899e+00 +3.8936e+00 -2.4514e+00 -3.4833e-01 -2.0770e+00 +3.3503e+00 -6.2136e-01 -2.3785e+00 -1.5638e+00 +2.3998e+00 +2.9205e+00 +3.7769e+00 +2.9852e-01 +6.4304e-01 +1.5429e+00
10244 +8.511498744e-01 +8.511498744e-01 -1.608885013e+01 -1.608885013e+01 +3.5596e+00 +2.6594e+00 -1.4982e+00 +1.5347e+00 +1.3957e+00 -2.3131e+00 +3.3025e+00 -1.7345e+00 -4.9723e-01 -2.4237e+00 +3.6039e+00 -3.4062e-01 -2.4404e+00 -9.3288e-01 +2.9315e+00 +3.2841e+00 +4.0327e+00 -1.1602e+00 -1.6860e-01 +2.3514e+00
11683 +8.317585464e-01 +8.317585464e-01 -1.610824145e+01 -1.610824145e+01 +3.4686e+00 +2.4009e+00 -2.0266e+00 +1.6042e+00 +1.1046e+00 -1.9812e+00 +3.5202e+00 -2.3385e+00 -3.8881e-01 -1.6546e+00 +4.1418e+00 -7.4020e-02 -2.5743e+00 -1.2333e+00 +3.1795e+00 +2.8867e+00 +4.1249e+00 -3.8657e-01 +4.7612e-01 +2.3656e+00
11754 +7.594062647e-01 +7.594062647e-01 -1.618059374e+01 -1.618059374e+01 +3.5776e+00 +2.6295e+00 -1.4116e+00 +1.4253e+00 +1.0843e+00 -1.9985e+00 +3.6816e+00 -2.3179e+00 -2.8768e-01 -1.9236e+00 +4.0771e+00 +4.8837e-01 -2.8542e+00 -1.3495e+00 +2.9478e+00 +3.0164e+00 +3.9392e+00 -6.2222e-01 +3.3356e-01 +2.2402e+00
11765 +7.361620690e-01 +7.361620690e-01 -1.620383793e+01 -1.620383793e+01 +3.6295e+00 +2.6073e+00 -1.3156e+00 +1.3942e+00 +9.2926e-01 -1.8188e+00 +3.6660e+00 -2.4159e+00 -1.6418e-01 -1.8730e+00 +3.9743e+00 +3.2266e-01 -3.0120e+00 -1.4843e+00 +2.8234e+00 +2.9233e+00 +3.8648e+00 -6.0645e-01 +3.9902e-01 +2.1269e+00
11767 +6.565467556e-01 +6.565467556e-01 -1.628345324e+01 -1.628345324e+01 +3.9008e+00 +2.4613e+00 -1.3658e+00 +1.3124e+00 +1.3579e+00 -2.0372e+00 +3.6707e+00 -2.4307e+00 -3.5550e-01 -1.9899e+00 +3.9124e+00 +1.5696e-01 -2.7739e+00 -1.2485e+00 +2.9813e+00 +3.1536e+00 +3.8311e+00 -6.5872e-01 +2.9569e-01 +2.3920e+00
13655 +6.338361509e-01 +6.338361509e-01 -1.630616385e+01 -1.630616385e+01 +3.5405e+00 +2.3464e+00 -1.7016e+00 +1.6895e+00 +1.3594e+00 -1.9428e+00 +3.4249e+00 -2.6824e+00 -6.4815e-01 -1.9303e+00 +3.9480e+00 +4.0128e-03 -2.3070e+00 -1.6114e+00 +2.3292e+00 +2.9039e+00 +3.9507e+00 -3.8642e-01 +2.5935e-01 +2.3538e+00
13662 +6.240926793e-01 +6.240926793e-01 -1.631590732e+01 -1.631590732e+01 +3.5689e+00 +2.2297e+00 -1.6838e+00 +1.7108e+00 +1.1625e+00 -1.8565e+00 +3.5618e+00 -2.6147e+00 -6.5116e-01 -1.9508e+00 +4.1466e+00 +1.4283e-03 -2.1959e+00 -1.6560e+00 +2.2331e+00 +2.8351e+00 +3.7712e+00 -4.6061e-01 +2.2293e-01 +2.3004e+00
13667 +5.559779245e-01 +5.559779245e-01 -1.638402208e+01 -1.638402208e+01 +3.6209e+00 +2.2405e+00 -1.5501e+00 +1.7432e+00 +1.3638e+00 -1.8237e+00 +3.1831e+00 -2.7998e+00 -4.9325e-01 -1.9540e+00 +4.0024e+00 +2.1155e-01 -2.1716e+00 -1.5593e+00 +2.3495e+00 +2.8008e+00 +4.0181e+00 -2.1443e-01 +2.3326e-01 +2.2105e+00
15624 +5.398559203e-01 +5.398559203e-01 -1.640014408e+01 -1.640014408e+01 +3.5830e+00 +2.8629e+00 -1.7114e+00 +1.3786e+00 +1.1325e+00 -1.8107e+00 +3.8187e+00 -2.3759e+00 -4.1563e-01 -1.9063e+00 +3.8074e+00 +1.6009e-02 -2.5237e+00 -1.5806e+00 +2.7503e+00 +2.9664e+00 +4.2223e+00 -5.9941e-01 +2.8482e-01 +2.4422e+00
15767 +5.250922154e-01 +5.250922154e-01 -1.641490778e+01 -1.641490778e+01 +3.6154e+00 +2.7042e+00 -1.5610e+00 +1.6086e+00 +1.4298e+00 -2.0768e+00 +3.5707e+00 -2.5335e+00 -3.2684e-01 -2.2372e+00 +3.7622e+00 +3.9963e-01 -2.5168e+00 -1.3615e+00 +2.8509e+00 +3.0005e+00 +4.1702e+00 -5.0478e-01 +1.7629e-01 +2.4437e+00
16790 +4.749801172e-01 +4.749801172e-01 -1.646501988e+01 -1.646501988e+01 +4.1363e+00 +3.0307e+00 -1.6965e+00 +1.6900e+00 +1.2634e+00 -1.1412e+00 +3.6728e+00 -2.4620e+00 -4.0500e-02 -1.7803e+00 +3.7674e+00 +1.1122e-01 -2.9379e+00 -1.5888e+00 +2.5576e+00 +2.8053e+00 +4.1823e+00 -4.7423e-01 +1.3949e-01 +2.5792e+00
17254 +4.493431677e-01 +4.493431677e-01 -1.649065683e+01 -1.649065683e+01 +3.7563e+00 +2.6966e+00 -1.5343e+00 +1.5932e+00 +1.2416e+00 -1.5641e+00 +3.7429e+00 -2.3116e+00 -4.3378e-01 -2.0859e+00 +3.7892e+00 -1.5969e-01 -2.6924e+00 -1.4241e+00 +2.7638e+00 +2.8040e+00 +4.0960e+00 -5.5280e-01 +3.1475e-01 +2.8041e+00
17958 +4.223391178e-01 +4.223391178e-01 -1.651766088e+01 -1.651766088e+01 +3.4815e+00 +2.6000e+00 -1.6345e+00 +1.4568e+00 +1.5873e+00 -1.6921e+00 +3.2642e+00 -2.4556e+00 -4.0036e-01 -1.9661e+00 +3.8833e+00 +2.5045e-01 -2.7057e+00 -1.3691e+00 +2.7826e+00 +3.1698e+00 +3.9405e+00 -6.6272e-01 +3.0091e-01 +2.3551e+00
18518 +4.052028912e-01 +4.052028912e-01 -1.653479711e+01 -1.653479711e+01 +3.5923e+00 +2.5765e+00 -1.6550e+00 +1.5178e+00 +1.3262e+00 -1.7157e+00 +3.5106e+00 -2.5526e+00 -4.8695e-01 -1.8272e+00 +3.9038e+00 -1.2245e-02 -2.5702e+00 -1.4460e+00 +2.7493e+00 +3.0611e+00 +4.1541e+00 -5.5048e-01 +1.4513e-01 +2.5241e+00
18560 +3.421899954e-01 +3.421899954e-01 -1.659781000e+01 -1.659781000e+01 +3.5795e+00 +2.6951e+00 -1.7153e+00 +1.4760e+00 +1.3661e+00 -1.7020e+00 +3.6099e+00 -2.5321e+00 -3.9987e-01 -1.8197e+00 +3.9572e+00 +3.5860e-02 -2.6558e+00 -1.2909e+00 +2.7144e+00 +3.0556e+00 +3.9709e+00 -3.4917e-01 +1.0987e-01 +2.1956e+00
18766 +2.828368233e-01 +2.828368233e-01 -1.665716318e+01 -1.665716318e+01 +3.5588e+00 +2.4983e+00 -1.5903e+00 +1.5305e+00 +1.3273e+00 -1.7576e+00 +3.6359e+00 -2.4684e+00 -4.1615e-01 -2.0114e+00 +4.0051e+00 -1.7084e-01 -2.4890e+00 -1.3846e+00 +2.7292e+00 +3.0349e+00 +3.9128e+00 -5.0902e-01 +2.0799e-01 +2.3460e+00
19710 +2.674955009e-01 +2.674955009e-01 -1.667250450e+01 -1.667250450e+01 +3.5409e+00 +2.5542e+00 -1.5904e+00 +1.4724e+00 +1.3593e+00 -1.8094e+00 +3.4071e+00 -2.4671e+00 -2.7589e-01 -1.9518e+00 +4.0100e+00 +1.0874e-01 -2.4174e+00 -1.3719e+00 +2.4972e+00 +3.1454e+00 +3.9888e+00 -5.1844e-01 +1.5295e-01 +2.2821e+00
20508 +2.586174037e-01 +2.586174037e-01 -1.668138260e+01 -1.668138260e+01 +3.6115e+00 +2.5820e+00 -1.4356e+00 +1.4878e+00 +1.2020e+00 -1.8655e+00 +3.6924e+00 -2.4925e+00 -4.3230e-01 -2.0201e+00 +3.9651e+00 -4.4167e-03 -2.5623e+00 -1.3709e+00 +2.5293e+00 +3.1272e+00 +4.0106e+00 -4.3535e-01 +2.1237e-01 +2.2793e+00
20638 +2.483682768e-01 +2.483682768e-01 -1.669163172e+01 -1.669163172e+01 +3.6256e+00 +2.5612e+00 -1.5247e+00 +1.6037e+00 +1.3550e+00 -1.8547e+00 +3.5040e+00 -2.4895e+00 -3.1334e-01 -2.1273e+00 +3.9733e+00 +1.0245e-01 -2.4270e+00 -1.3702e+00 +2.5860e+00 +3.0172e+00 +4.0400e+00 -3.1877e-01 +2.1461e-01 +2.2731e+00
20755 +2.166348387e-01 +2.166348387e-01 -1.672336516e+01 -1.672336516e+01 +3.6231e+00 +2.5834e+00 -1.5848e+00 +1.5858e+00 +1.2930e+00 -1.7483e+00 +3.5726e+00 -2.4232e+00 -4.1037e-01 -1.9515e+00 +3.9634e+00 -6.8998e-02 -2.4637e+00 -1.4190e+00 +2.5205e+00 +2.9578e+00 +4.0799e+00 -4.4827e-01 +2.8528e-01 +2.3494e+00
22134 +2.131062583e-01 +2.131062583e-01 -1.672689374e+01 -1.672689374e+01 +3.6906e+00 +2.5795e+00 -1.6168e+00 +1.4479e+00 +1.3320e+00 -1.8943e+00 +3.4682e+00 -2.4356e+00 -3.4807e-01 -2.0819e+00 +4.0446e+00 +1.6522e-01 -2.4692e+00 -1.3118e+00 +2.6456e+00 +2.9811e+00 +3.9832e+00 -4.3543e-01 +2.8156e-01 +2.2318e+00
22702 +2.063066079e-01 +2.063066079e-01 -1.673369339e+01 -1.673369339e+01 +3.6095e+00 +2.6875e+00 -1.5812e+00 +1.4853e+00 +1.3114e+00 -1.8405e+00 +3.5729e+00 -2.3585e+00 -2.2407e-01 -2.0834e+00 +3.9142e+00 +1.1509e-01 -2.4324e+00 -1.3853e+00 +2.6750e+00 +3.1286e+00 +3.8960e+00 -4.9974e-01 +3.1180e-01 +2.1833e+00
23430 +1.668497655e-01 +1.668497655e-01 -1.677315023e+01 -1.677315023e+01 +3.7309e+00 +2.5348e+00 -1.6077e+00 +1.6169e+00 +1.4210e+00 -1.8291e+00 +3.4740e+00 -2.3545e+00 -3.2984e-01 -1.9662e+00 +3.9945e+00 +2.9002e-01 -2.4346e+00 -1.4964e+00 +2.5494e+00 +3.0479e+00 +3.9343e+00 -4.2340e-01 +2.6130e-01 +2.1297e+00
23447 +1.557874270e-01 +1.557874270e-01 -1.678421257e+01 -1.678421257e+01 +3.7448e+00 +2.5321e+00 -1.6080e+00 +1.5428e+00 +1.4474e+00 -1.8809e+00 +3.4769e+00 -2.3878e+00 -3.0415e-01 -1.9728e+00 +3.9918e+00 +2.8384e-01 -2.4227e+00 -1.4469e+00 +2.4814e+00 +3.0742e+00 +3.8752e+00 -4.3038e-01 +2.1836e-01 +2.1147e+00
23473 +1.468233670e-01 +1.468233670e-01 -1.679317663e+01 -1.679317663e+01 +3.6878e+00 +2.5558e+00 -1.5797e+00 +1.5284e+00 +1.4604e+00 -1.8331e+00 +3.4662e+00 -2.3844e+00 -3.1273e-01 -2.0251e+00 +3.9598e+00 +2.1167e-01 -2.4915e+00 -1.3894e+00 +2.5411e+00 +3.0945e+00 +3.9302e+00 -4.5530e-01 +2.2224e-01 +2.1906e+00
23489 +1.139016417e-01 +1.139016417e-01 -1.682609836e+01 -1.682609836e+01 +3.6412e+00 +2.5866e+00 -1.5711e+00 +1.5651e+00 +1.4458e+00 -1.8250e+00 +3.4738e+00 -2.4322e+00 -2.8923e-01 -1.9858e+00 +3.9373e+00 +1.8571e-01 -2.4689e+00 -1.3829e+00 +2.5220e+00 +3.1391e+00 +3.8907e+00 -4.1082e-01 +2.8931e-01 +2.2159e+00
24015 +1.088650440e-01 +1.088650440e-01 -1.683113496e+01 -1.683113496e+01 +3.6940e+00 +2.4826e+00 -1.4370e+00 +1.4708e+00 +1.4099e+00 -1.9360e+00 +3.4689e+00 -2.3851e+00 -3.1081e-01 -2.0054e+00 +3.9657e+00 +1.1106e-01 -2.4525e+00 -1.4244e+00 +2.5082e+00 +3.1077e+00 +3.9552e+00 -4.1804e-01 +2.6527e-01 +2.2290e+00
25581 +9.467906187e-02 +9.467906187e-02 -1.684532094e+01 -1.684532094e+01 +3.6994e+00 +2.4612e+00 -1.5649e+00 +1.5458e+00 +1.3374e+00 -1.8848e+00 +3.4693e+00 -2.3915e+00 -4.0184e-01 -2.0131e+00 +3.9486e+00 +9.1682e-02 -2.4981e+00 -1.3039e+00 +2.5816e+00 +3.1128e+00 +3.9123e+00 -4.5580e-01 +2.6393e-01 +2.2175e+00
28175 +8.495670179e-02 +8.495670179e-02 -1.685504330e+01 -1.685504330e+01 +3.6980e+00 +2.5097e+00 -1.5019e+00 +1.4963e+00 +1.4460e+00 -1.8579e+00 +3.3943e+00 -2.3579e+00 -3.7019e-01 -1.9923e+00 +3.9306e+00 +1.1167e-01 -2.4923e+00 -1.3834e+00 +2.5451e+00 +3.0513e+00 +3.8975e+00 -4.0591e-01 +2.8395e-01 +2.2688e+00
29001 +7.879900980e-02 +7.879900980e-02 -1.686120099e+01 -1.686120099e+01 +3.6449e+00 +2.5217e+00 -1.5285e+00 +1.5479e+00 +1.4184e+00 -1.8787e+00 +3.4837e+00 -2.4374e+00 -4.0609e-01 -1.9358e+00 +3.9540e+00 +1.1266e-01 -2.5421e+00 -1.3654e+00 +2.5120e+00 +3.0647e+00 +3.8875e+00 -3.8655e-01 +3.1010e-01 +2.1910e+00
29908 +7.573146385e-02 +7.573146385e-02 -1.686426854e+01 -1.686426854e+01 +3.6809e+00 +2.5122e+00 -1.5427e+00 +1.5572e+00 +1.3766e+00 -1.8051e+00 +3.4183e+00 -2.4005e+00 -4.0998e-01 -1.9545e+00 +3.9568e+00 +9.1615e-02 -2.5014e+00 -1.3984e+00 +2.5048e+00 +3.0708e+00 +3.9349e+00 -3.7077e-01 +2.7442e-01 +2.2040e+00
30019 +7.358241641e-02 +7.358241641e-02 -1.686641758e+01 -1.686641758e+01 +3.6674e+00 +2.4949e+00 -1.5008e+00 +1.5257e+00 +1.4577e+00 -1.8187e+00 +3.4053e+00 -2.4183e+00 -3.9377e-01 -1.9162e+00 +3.9470e+00 +1.1549e-01 -2.5116e+00 -1.4021e+00 +2.5091e+00 +3.0519e+00 +3.8625e+00 -3.8396e-01 +2.8635e-01 +2.2309e+00
30709 +7.221250098e-02 +7.221250098e-02 -1.686778750e+01 -1.686778750e+01 +3.7051e+00 +2.4702e+00 -1.4661e+00 +1.4931e+00 +1.4928e+00 -1.8604e+00 +3.4288e+00 -2.4101e+00 -3.3262e-01 -1.9558e+00 +3.9139e+00 +1.4539e-01 -2.5215e+00 -1.4009e+00 +2.5369e+00 +3.0209e+00 +3.8266e+00 -3.8910e-01 +2.7896e-01 +2.1967e+00
30727 +6.403578716e-02 +6.403578716e-02 -1.687596421e+01 -1.687596421e+01 +3.6782e+00 +2.4775e+00 -1.4814e+00 +1.5169e+00 +1.4941e+00 -1.8518e+00 +3.4171e+00 -2.4025e+00 -3.6750e-01 -1.9578e+00 +3.9219e+00 +1.7167e-01 -2.5193e+00 -1.3861e+00 +2.5271e+00 +3.0056e+00 +3.8406e+00 -3.9569e-01 +2.8009e-01 +2.2021e+00
