% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
201 +2.194429404e+01 +2.194429404e+01 +7.503429404e+01 +7.503429404e+01 -2.4772e+00 -1.7692e+00 -1.4753e+00 -4.4849e+00 +7.2464e-01 +9.3283e-01 +1.9657e+00 -3.0155e+00 +3.7462e+00 -5.7531e+00 +4.2589e+00 -6.9559e-01 +1.8309e+00 +2.1297e+00 -1.6358e+00 -1.0234e+00 +7.5869e-01 -5.5128e-01 +2.2927e+00 -8.7417e-01
815 +1.992765869e+01 +1.992765869e+01 +7.301765869e+01 +7.301765869e+01 -1.7574e+00 -3.9473e+00 -7.8179e-01 -5.7947e+00 +4.8056e-01 +3.9893e-01 +2.3094e+00 -2.5435e+00 +2.1783e+00 -3.5660e+00 +3.2067e+00 +2.0470e+00 +1.5478e+00 +2.3546e+00 +2.6230e-01 -3.1121e+00 +1.6688e+00 -1.7494e+00 +4.0357e+00 -1.0534e+00
859 +1.770033016e+01 +1.770033016e+01 +7.079033016e+01 +7.079033016e+01 -2.0956e+00 -3.6014e+00 -2.4460e+00 -3.8371e+00 +1.8219e-01 +6.1612e-01 +2.5130e+00 -5.5340e+00 +2.6198e+00 -3.0530e+00 +5.2589e+00 +1.8730e+00 +2.0196e+00 +1.1255e+00 +5.4830e-01 -2.9843e+00 +1.5240e+00 -1.6565e-01 +2.0556e+00 -3.7433e-01
869 +1.658170333e+01 +1.658170333e+01 +6.967170333e+01 +6.967170333e+01 -1.0114e+00 -3.4584e+00 -2.5966e+00 -4.4577e+00 +1.1692e-01 +1.0585e+00 +1.7031e+00 -5.9493e+00 +2.3931e+00 -2.9744e+00 +5.2644e+00 +2.3491e+00 +2.2466e+00 +1.0488e+00 +4.5969e-01 -1.5516e+00 +1.2200e+00 -3.1374e-01 +1.3856e+00 -1.2652e+00
908 +1.448748599e+01 +1.448748599e+01 +6.757748599e+01 +6.757748599e+01 -1.2071e+00 -5.0407e+00 -6.1429e-01 -4.5472e+00 -9.6183e-01 +2.5962e-01 +1.6168e+00 -3.7266e+00 +1.6161e+00 -2.6381e+00 +4.5506e+00 +2.4374e+00 +1.7474e+00 +8.2941e-01 -1.3419e+00 -3.3742e+00 +1.0306e+00 -5.2930e-01 +1.6930e+00 -4.8939e-01
915 +1.303932647e+01 +1.303932647e+01 +6.612932647e+01 +6.612932647e+01 -2.0759e+00 -4.4079e+00 -8.3564e-02 -4.7501e+00 -7.4886e-02 -2.6075e-01 +6.9689e-01 -3.8629e+00 +1.2202e+00 -2.7054e+00 +4.7495e+00 +7.9161e-01 +1.6481e+00 +1.5458e+00 -1.1192e-01 -2.0349e+00 +2.5815e-01 -1.0967e+00 +9.0702e-01 -3.4175e-01
1454 +1.088312400e+01 +1.088312400e+01 +6.397312400e+01 +6.397312400e+01 -2.6842e+00 -3.1365e+00 +2.9205e-02 -5.5347e+00 +7.5272e-01 -7.3218e-02 +1.3482e-01 -3.9595e+00 +2.2068e+00 -3.6471e+00 +3.8902e+00 +1.9855e+00 +2.8983e+00 +1.1752e+00 -1.6889e-01 -6.6695e-01 +9.9720e-01 -1.5835e-02 +1.1823e+00 -1.1729e+00
1556 +1.054376602e+01 +1.054376602e+01 +6.363376602e+01 +6.363376602e+01 -1.6339e+00 -3.7472e+00 +2.2402e-01 -3.4505e+00 +6.0712e-01 +4.7255e-01 +7.1603e-01 -2.9807e+00 +1.2102e+00 -2.5733e+00 +3.1020e+00 +2.1719e+00 +3.1964e+00 +2.2506e+00 -8.3125e-01 -1.4297e+00 -7.5646e-01 -4.8924e-01 +2.9030e+00 -1.6188e+00
1907 +1.013291388e+01 +1.013291388e+01 +6.322291388e+01 +6.322291388e+01 -2.6159e+00 -2.4245e+00 -9.4273e-01 -2.8625e+00 -5.8330e-01 +8.0720e-02 +1.1172e+00 -2.7111e+00 +2.5903e+00 -3.4539e+00 +3.8530e+00 +7.6531e-01 +2.1326e+00 +2.6747e+00 -5.6885e-01 -1.8978e+00 +6.5508e-01 +3.2891e-01 +2.2669e+00 -1.3663e+00
1927 +8.060539578e+00 +8.060539578e+00 +6.115053958e+01 +6.115053958e+01 -2.3513e+00 -2.3722e+00 -4.1045e-01 -3.2126e+00 +1.7226e-01 -2.4650e-01 +9.6399e-01 -3.3698e+00 +3.4906e+00 -2.8374e+00 +4.7295e+00 +1.0503e+00 +1.5713e+00 +1.6172e+00 -6.7795e-01 -1.6521e+00 +6.9009e-01 -3.2044e-01 +2.5404e+00 -1.1628e+00
2249 +4.736862575e+00 +4.736862575e+00 +5.782686258e+01 +5.782686258e+01 -1.7496e+00 -3.4999e+00 -7.7642e-01 -4.0549e+00 +3.4310e-01 +4.3131e-01 +9.6117e-01 -3.0638e+00 +2.7604e+00 -3.5770e+00 +3.7973e+00 +7.6229e-01 +2.4799e+00 +1.6625e+00 -6.2625e-01 -1.6388e+00 +7.2781e-01 -1.7489e+00 +2.7817e+00 -1.1845e+00
3831 +3.281225910e+00 +3.281225910e+00 +5.637122591e+01 +5.637122591e+01 -1.6289e+00 -3.3563e+00 -1.0582e+00 -4.0985e+00 +1.1788e-01 +8.0707e-01 +1.4148e+00 -3.6550e+00 +2.3294e+00 -4.0458e+00 +3.3223e+00 +7.3894e-01 +2.5046e+00 +1.4979e+00 -1.0047e+00 -1.4544e+00 +1.1578e+00 -1.8368e-01 +1.7808e+00 -2.4719e+00
4045 +2.873643426e+00 +2.873643426e+00 +5.596364343e+01 +5.596364343e+01 -1.6920e+00 -4.2930e+00 -9.4887e-01 -3.7079e+00 +3.2765e-01 +9.8549e-01 +1.1001e+00 -3.7824e+00 +1.9658e+00 -2.8396e+00 +3.0532e+00 +1.1797e+00 +2.3150e+00 +1.2137e+00 -8.3514e-01 -1.4622e+00 +9.7784e-01 -1.2086e-01 +2.3746e+00 -1.5563e+00
4057 +2.136591534e+00 +2.136591534e+00 +5.522659153e+01 +5.522659153e+01 -1.6135e+00 -4.0476e+00 -1.0061e+00 -4.0203e+00 +5.9806e-01 +1.3508e+00 +5.7804e-01 -4.1492e+00 +1.7179e+00 -3.7436e+00 +3.7506e+00 +1.8024e+00 +2.2539e+00 +1.5409e+00 -7.5005e-01 -2.0149e+00 +1.1677e+00 -5.0505e-01 +2.4770e+00 -1.7459e+00
4431 +2.053117641e+00 +2.053117641e+00 +5.514311764e+01 +5.514311764e+01 -1.4400e+00 -3.9068e+00 -5.7234e-01 -4.0624e+00 +8.5179e-01 +3.5449e-01 +7.8270e-01 -4.0067e+00 +2.5863e+00 -3.5463e+00 +3.3571e+00 +1.7585e+00 +1.9811e+00 +1.9768e+00 -1.1298e+00 -1.9706e+00 +1.0824e+00 +1.0619e-02 +2.7726e+00 -1.9098e+00
5230 +1.651043752e+00 +1.651043752e+00 +5.474104375e+01 +5.474104375e+01 -1.8261e+00 -3.1352e+00 -6.8751e-01 -3.4686e+00 +5.0144e-01 +3.2334e-01 +1.1014e+00 -3.7246e+00 +2.4037e+00 -3.7673e+00 +3.7464e+00 +1.2389e+00 +1.8208e+00 +1.2186e+00 -1.5697e+00 -1.8680e+00 +9.1909e-01 -3.3923e-01 +2.3022e+00 -1.4697e+00
6011 +1.546280450e+00 +1.546280450e+00 +5.463628045e+01 +5.463628045e+01 -1.4576e+00 -3.6396e+00 -5.5741e-01 -3.9925e+00 +3.6204e-01 +4.3038e-01 +7.7435e-01 -3.5010e+00 +2.4353e+00 -3.9165e+00 +4.3156e+00 +1.0908e+00 +2.2333e+00 +1.2600e+00 -7.5091e-01 -2.0812e+00 +5.0390e-01 -1.2846e-01 +1.8015e+00 -2.3109e+00
6039 +9.504347680e-01 +9.504347680e-01 +5.404043477e+01 +5.404043477e+01 -1.6918e+00 -3.3752e+00 -6.9653e-01 -3.9954e+00 +7.5125e-01 +4.0736e-01 +8.1446e-01 -3.6247e+00 +2.0810e+00 -3.5447e+00 +4.0012e+00 +1.0736e+00 +2.1357e+00 +1.4611e+00 -7.1790e-01 -2.1512e+00 +8.6396e-01 -3.7926e-01 +2.0168e+00 -1.9758e+00
6948 +8.794670283e-01 +8.794670283e-01 +5.396946703e+01 +5.396946703e+01 -1.4181e+00 -3.3560e+00 -7.6160e-01 -4.2115e+00 +4.2118e-01 +3.6463e-01 +7.5833e-01 -3.7634e+00 +2.3771e+00 -3.8754e+00 +3.5097e+00 +1.7638e+00 +2.1035e+00 +1.0926e+00 -6.6009e-01 -1.8799e+00 +5.9909e-01 +1.2217e-01 +2.3357e+00 -1.4666e+00
7256 +8.300951355e-01 +8.300951355e-01 +5.392009514e+01 +5.392009514e+01 -1.3433e+00 -3.4022e+00 -4.4089e-01 -3.9382e+00 +4.0824e-01 +5.8360e-01 +1.0133e+00 -3.9741e+00 +2.7122e+00 -3.6506e+00 +3.9023e+00 +1.0109e+00 +2.1707e+00 +1.1074e+00 -6.0649e-01 -1.8734e+00 +4.9449e-01 -2.5497e-01 +1.9799e+00 -1.3351e+00
7397 +7.932372465e-01 +7.932372465e-01 +5.388323725e+01 +5.388323725e+01 -1.4612e+00 -3.4056e+00 -5.7123e-01 -3.8328e+00 +4.8755e-01 +3.3748e-01 +7.9085e-01 -4.1728e+00 +2.1099e+00 -3.9588e+00 +3.4981e+00 +8.9358e-01 +2.0007e+00 +1.3528e+00 -5.9976e-01 -1.8845e+00 +3.5883e-01 -2.9893e-01 +2.4294e+00 -1.5634e+00
8173 +5.916900880e-01 +5.916900880e-01 +5.368169009e+01 +5.368169009e+01 -1.6152e+00 -3.3506e+00 -3.6549e-01 -3.8584e+00 +5.6324e-01 +5.6812e-01 +9.8056e-01 -3.8945e+00 +2.2634e+00 -3.4121e+00 +3.7647e+00 +1.1340e+00 +2.0635e+00 +1.0270e+00 -7.9703e-01 -1.8519e+00 +3.3883e-01 -9.3997e-02 +2.1708e+00 -1.6576e+00
8176 +5.546840486e-01 +5.546840486e-01 +5.364468405e+01 +5.364468405e+01 -1.7391e+00 -3.4929e+00 -4.3435e-01 -3.6718e+00 +4.9950e-01 +5.9977e-01 +6.7299e-01 -3.7613e+00 +2.1563e+00 -3.3651e+00 +3.5775e+00 +1.1698e+00 +2.3715e+00 +1.0926e+00 -8.6083e-01 -1.8315e+00 +7.1900e-01 -7.8324e-02 +2.4302e+00 -1.7295e+00
8478 +5.356843637e-01 +5.356843637e-01 +5.362568436e+01 +5.362568436e+01 -1.4557e+00 -3.5960e+00 -4.7831e-01 -3.7993e+00 +3.7395e-01 +4.2311e-01 +8.8609e-01 -4.0378e+00 +2.3439e+00 -3.8621e+00 +4.0183e+00 +1.3474e+00 +1.9547e+00 +1.3300e+00 -9.4540e-01 -1.9202e+00 +4.0040e-01 -1.6506e-01 +2.0681e+00 -1.8167e+00
8715 +4.943661814e-01 +4.943661814e-01 +5.358436618e+01 +5.358436618e+01 -1.3387e+00 -3.4746e+00 -4.5196e-01 -3.8235e+00 +5.3293e-01 +7.6249e-01 +5.5376e-01 -4.0154e+00 +2.5484e+00 -3.9688e+00 +3.5094e+00 +1.7024e+00 +2.2848e+00 +1.3354e+00 -8.1400e-01 -1.9903e+00 +6.2492e-01 -8.2991e-02 +2.3259e+00 -1.6378e+00
8733 +4.886791463e-01 +4.886791463e-01 +5.357867915e+01 +5.357867915e+01 -1.4839e+00 -3.2946e+00 -3.1099e-01 -3.6568e+00 +6.5896e-01 +8.8436e-01 +8.4988e-01 -4.0678e+00 +2.5457e+00 -3.7200e+00 +3.8158e+00 +1.6289e+00 +2.2888e+00 +1.3696e+00 -7.2517e-01 -1.9809e+00 +5.3517e-01 -9.7669e-02 +2.2841e+00 -1.7317e+00
8735 +4.429412101e-01 +4.429412101e-01 +5.353294121e+01 +5.353294121e+01 -1.5256e+00 -3.3881e+00 -3.2224e-01 -3.7728e+00 +8.5103e-01 +7.7613e-01 +6.4511e-01 -4.1094e+00 +2.3391e+00 -3.8502e+00 +3.7663e+00 +1.6095e+00 +2.2907e+00 +1.2091e+00 -9.2412e-01 -1.9405e+00 +6.4041e-01 -1.3607e-01 +2.2693e+00 -1.8174e+00
8843 +4.281821290e-01 +4.281821290e-01 +5.351818213e+01 +5.351818213e+01 -1.4757e+00 -3.4053e+00 -7.2240e-01 -3.7895e+00 +3.2559e-01 +5.5079e-01 +5.5370e-01 -3.9158e+00 +2.4661e+00 -4.1389e+00 +3.6685e+00 +1.4159e+00 +2.2157e+00 +1.2579e+00 -9.0242e-01 -1.9912e+00 +6.4738e-01 -1.5895e-01 +2.2700e+00 -1.9057e+00
8860 +3.289624855e-01 +3.289624855e-01 +5.341896249e+01 +5.341896249e+01 -1.4176e+00 -3.5547e+00 -6.3936e-01 -3.7965e+00 +5.2829e-01 +6.1916e-01 +7.7437e-01 -3.7990e+00 +2.6104e+00 -3.7871e+00 +3.5846e+00 +1.3040e+00 +2.1022e+00 +1.1407e+00 -7.8874e-01 -2.0347e+00 +6.1076e-01 +1.0406e-01 +2.2134e+00 -1.7925e+00
9139 +2.436228921e-01 +2.436228921e-01 +5.333362289e+01 +5.333362289e+01 -1.4908e+00 -3.5823e+00 -6.4299e-01 -3.8079e+00 +5.3468e-01 +6.4802e-01 +1.0353e+00 -3.8943e+00 +2.3872e+00 -3.8650e+00 +3.8084e+00 +1.4195e+00 +2.0619e+00 +1.2899e+00 -7.4530e-01 -1.8417e+00 +9.5444e-01 -3.0430e-01 +2.3347e+00 -1.9471e+00
10473 +2.220945463e-01 +2.220945463e-01 +5.331209455e+01 +5.331209455e+01 -1.4589e+00 -3.5419e+00 -5.7674e-01 -3.6851e+00 +3.7999e-01 +5.1973e-01 +6.0440e-01 -3.8726e+00 +2.4414e+00 -3.7654e+00 +3.7689e+00 +1.5110e+00 +2.2402e+00 +1.1981e+00 -5.9133e-01 -2.0118e+00 +7.9138e-01 -3.4404e-01 +2.2187e+00 -1.9385e+00
10482 +2.161929596e-01 +2.161929596e-01 +5.330619296e+01 +5.330619296e+01 -1.4682e+00 -3.5149e+00 -5.7214e-01 -3.8091e+00 +2.7202e-01 +5.3399e-01 +8.5656e-01 -3.8637e+00 +2.4110e+00 -3.8478e+00 +3.8089e+00 +1.4019e+00 +2.2316e+00 +1.1593e+00 -6.4954e-01 -2.0354e+00 +8.6085e-01 -4.2399e-01 +2.1748e+00 -1.7766e+00
10484 +2.052414587e-01 +2.052414587e-01 +5.329524146e+01 +5.329524146e+01 -1.5348e+00 -3.3855e+00 -5.5986e-01 -3.9229e+00 +3.3158e-01 +5.7481e-01 +8.0829e-01 -3.8882e+00 +2.3847e+00 -3.7952e+00 +3.9264e+00 +1.4672e+00 +2.1854e+00 +1.1609e+00 -7.3835e-01 -1.8560e+00 +7.5618e-01 -3.4607e-01 +2.2745e+00 -1.8866e+00
10561 +1.604763136e-01 +1.604763136e-01 +5.325047631e+01 +5.325047631e+01 -1.4629e+00 -3.4834e+00 -5.9032e-01 -3.7482e+00 +5.1654e-01 +6.3271e-01 +8.9441e-01 -3.9468e+00 +2.2483e+00 -3.8243e+00 +3.9152e+00 +1.5263e+00 +2.3500e+00 +1.2303e+00 -8.4200e-01 -1.8931e+00 +7.0406e-01 -2.6789e-01 +2.4100e+00 -1.8034e+00
10582 +1.459342233e-01 +1.459342233e-01 +5.323593422e+01 +5.323593422e+01 -1.3929e+00 -3.6649e+00 -7.3932e-01 -3.8380e+00 +4.9619e-01 +7.0936e-01 +7.2784e-01 -3.9097e+00 +2.4566e+00 -3.8743e+00 +3.7846e+00 +1.4968e+00 +2.1687e+00 +1.2425e+00 -6.6825e-01 -1.9445e+00 +5.9409e-01 -3.9319e-01 +2.3077e+00 -1.8113e+00
10693 +1.038181977e-01 +1.038181977e-01 +5.319381820e+01 +5.319381820e+01 -1.4609e+00 -3.4805e+00 -6.3119e-01 -3.8630e+00 +4.9614e-01 +6.3587e-01 +8.5440e-01 -3.9383e+00 +2.4274e+00 -3.7762e+00 +3.6446e+00 +1.4826e+00 +2.1841e+00 +1.2064e+00 -5.4090e-01 -1.8377e+00 +6.6352e-01 -3.2905e-01 +2.2689e+00 -1.6688e+00
10712 +7.924482359e-02 +7.924482359e-02 +5.316924482e+01 +5.316924482e+01 -1.4852e+00 -3.5793e+00 -6.3382e-01 -3.7779e+00 +4.9962e-01 +6.7102e-01 +8.4498e-01 -4.0254e+00 +2.3226e+00 -3.6120e+00 +3.6647e+00 +1.4365e+00 +2.1717e+00 +1.1247e+00 -6.3736e-01 -1.9233e+00 +7.2055e-01 -2.7079e-01 +2.2219e+00 -1.6143e+00
12051 +7.241954415e-02 +7.241954415e-02 +5.316241954e+01 +5.316241954e+01 -1.4293e+00 -3.5839e+00 -7.0206e-01 -3.8836e+00 +5.7650e-01 +6.5527e-01 +8.7585e-01 -3.9353e+00 +2.3827e+00 -3.6294e+00 +3.6998e+00 +1.2724e+00 +2.2016e+00 +1.2144e+00 -7.2764e-01 -1.8716e+00 +6.4946e-01 -2.9995e-01 +2.3719e+00 -1.8622e+00
12054 +5.936864214e-02 +5.936864214e-02 +5.314936864e+01 +5.314936864e+01 -1.4163e+00 -3.4845e+00 -6.6400e-01 -3.8998e+00 +5.2182e-01 +5.7028e-01 +8.2333e-01 -3.9528e+00 +2.3578e+00 -3.6622e+00 +3.6752e+00 +1.2944e+00 +2.1526e+00 +1.2247e+00 -7.1734e-01 -1.8705e+00 +6.7928e-01 -2.8584e-01 +2.3203e+00 -1.8390e+00
12588 +5.811429263e-02 +5.811429263e-02 +5.314811429e+01 +5.314811429e+01 -1.5886e+00 -3.4718e+00 -6.1600e-01 -3.7269e+00 +5.1226e-01 +5.7000e-01 +8.5394e-01 -4.0597e+00 +2.4536e+00 -3.7975e+00 +3.8114e+00 +1.4031e+00 +2.1836e+00 +1.1503e+00 -7.5253e-01 -1.9726e+00 +7.1571e-01 -2.6228e-01 +2.3236e+00 -1.7834e+00
12853 +4.656598693e-02 +4.656598693e-02 +5.313656599e+01 +5.313656599e+01 -1.4349e+00 -3.6011e+00 -5.3412e-01 -3.8075e+00 +6.4659e-01 +7.1169e-01 +8.3022e-01 -4.0165e+00 +2.3590e+00 -3.7635e+00 +3.6959e+00 +1.3332e+00 +2.2139e+00 +1.1698e+00 -6.9766e-01 -1.9687e+00 +6.9679e-01 -3.3377e-01 +2.3493e+00 -1.8395e+00
13552 +4.547986515e-02 +4.547986515e-02 +5.313547987e+01 +5.313547987e+01 -1.5198e+00 -3.4549e+00 -5.4207e-01 -3.8422e+00 +4.6964e-01 +6.5215e-01 +8.6569e-01 -3.9440e+00 +2.3834e+00 -3.7846e+00 +3.7173e+00 +1.3736e+00 +2.1376e+00 +1.1088e+00 -6.7997e-01 -1.9018e+00 +6.8256e-01 -2.6302e-01 +2.3193e+00 -1.7384e+00
13566 +4.277507216e-02 +4.277507216e-02 +5.313277507e+01 +5.313277507e+01 -1.4960e+00 -3.4870e+00 -5.9385e-01 -3.7797e+00 +4.4187e-01 +6.9882e-01 +8.2516e-01 -3.9412e+00 +2.3704e+00 -3.7540e+00 +3.7043e+00 +1.4505e+00 +2.1736e+00 +1.0769e+00 -6.7398e-01 -1.9040e+00 +7.0888e-01 -3.1456e-01 +2.3559e+00 -1.7330e+00
13583 +3.831599925e-02 +3.831599925e-02 +5.312831600e+01 +5.312831600e+01 -1.5009e+00 -3.5318e+00 -6.3824e-01 -3.8001e+00 +4.5270e-01 +6.6924e-01 +8.4704e-01 -3.9714e+00 +2.3297e+00 -3.7514e+00 +3.6715e+00 +1.4565e+00 +2.1823e+00 +1.1222e+00 -7.3286e-01 -1.9744e+00 +6.1521e-01 -2.1588e-01 +2.3751e+00 -1.7172e+00
13691 +1.829216437e-02 +1.829216437e-02 +5.310829216e+01 +5.310829216e+01 -1.4868e+00 -3.5672e+00 -6.2606e-01 -3.7085e+00 +5.2970e-01 +5.9474e-01 +8.2048e-01 -4.0136e+00 +2.3995e+00 -3.7259e+00 +3.7162e+00 +1.3946e+00 +2.2051e+00 +1.1511e+00 -7.2097e-01 -1.8860e+00 +6.8436e-01 -2.8371e-01 +2.3436e+00 -1.7841e+00
16281 +1.425175248e-02 +1.425175248e-02 +5.310425175e+01 +5.310425175e+01 -1.4732e+00 -3.5474e+00 -6.1034e-01 -3.8029e+00 +5.0111e-01 +6.3505e-01 +8.1065e-01 -3.9890e+00 +2.3276e+00 -3.7214e+00 +3.7139e+00 +1.3376e+00 +2.1831e+00 +1.2144e+00 -6.9687e-01 -1.9323e+00 +6.2672e-01 -3.0679e-01 +2.3443e+00 -1.7726e+00
16742 +1.291413451e-02 +1.291413451e-02 +5.310291413e+01 +5.310291413e+01 -1.4955e+00 -3.5576e+00 -5.6923e-01 -3.7579e+00 +5.1841e-01 +6.4368e-01 +8.2308e-01 -3.9387e+00 +2.3673e+00 -3.7270e+00 +3.6917e+00 +1.4057e+00 +2.1856e+00 +1.1494e+00 -7.1161e-01 -1.9516e+00 +7.0962e-01 -2.8807e-01 +2.3580e+00 -1.8209e+00
16931 +1.228317142e-02 +1.228317142e-02 +5.310228317e+01 +5.310228317e+01 -1.5028e+00 -3.5247e+00 -6.1818e-01 -3.8252e+00 +5.3594e-01 +5.7757e-01 +8.2728e-01 -4.0155e+00 +2.3777e+00 -3.7424e+00 +3.7188e+00 +1.3877e+00 +2.1873e+00 +1.1169e+00 -7.0447e-01 -1.9834e+00 +7.1799e-01 -2.7907e-01 +2.3150e+00 -1.7334e+00
16978 +9.606425117e-03 +9.606425117e-03 +5.309960643e+01 +5.309960643e+01 -1.4691e+00 -3.5357e+00 -6.0370e-01 -3.7978e+00 +5.5929e-01 +6.2249e-01 +8.3838e-01 -3.9707e+00 +2.3756e+00 -3.6870e+00 +3.7220e+00 +1.3842e+00 +2.1475e+00 +1.1600e+00 -7.0908e-01 -1.9260e+00 +6.4807e-01 -2.8039e-01 +2.3249e+00 -1.7581e+00
16981 +7.622754832e-03 +7.622754832e-03 +5.309762275e+01 +5.309762275e+01 -1.4666e+00 -3.5555e+00 -5.9662e-01 -3.7620e+00 +5.4386e-01 +6.1254e-01 +8.6042e-01 -3.9867e+00 +2.3490e+00 -3.7132e+00 +3.6897e+00 +1.3811e+00 +2.1847e+00 +1.1646e+00 -7.1084e-01 -1.9705e+00 +6.9836e-01 -2.5287e-01 +2.3421e+00 -1.7521e+00
17071 +7.312014024e-03 +7.312014024e-03 +5.309731201e+01 +5.309731201e+01 -1.5323e+00 -3.5324e+00 -6.4395e-01 -3.7896e+00 +5.3615e-01 +6.4033e-01 +8.3981e-01 -3.9870e+00 +2.3843e+00 -3.7038e+00 +3.7005e+00 +1.3779e+00 +2.1574e+00 +1.1588e+00 -7.5624e-01 -1.9497e+00 +6.9972e-01 -2.8635e-01 +2.3265e+00 -1.7798e+00
17984 +6.994170639e-03 +6.994170639e-03 +5.309699417e+01 +5.309699417e+01 -1.4907e+00 -3.5466e+00 -6.3560e-01 -3.7775e+00 +5.2725e-01 +6.0689e-01 +8.5214e-01 -3.9860e+00 +2.4064e+00 -3.7220e+00 +3.6545e+00 +1.3786e+00 +2.1825e+00 +1.1566e+00 -7.3718e-01 -1.9565e+00 +7.0561e-01 -3.1366e-01 +2.3350e+00 -1.7527e+00
17990 +6.417272231e-03 +6.417272231e-03 +5.309641727e+01 +5.309641727e+01 -1.4752e+00 -3.5274e+00 -6.4643e-01 -3.7865e+00 +5.6260e-01 +6.2192e-01 +8.3004e-01 -3.9793e+00 +2.3800e+00 -3.7410e+00 +3.6629e+00 +1.3816e+00 +2.1975e+00 +1.1542e+00 -7.4832e-01 -1.9393e+00 +7.2024e-01 -2.8655e-01 +2.3592e+00 -1.7689e+00
18003 +5.273393333e-03 +5.273393333e-03 +5.309527339e+01 +5.309527339e+01 -1.4638e+00 -3.5566e+00 -6.4246e-01 -3.7947e+00 +5.4625e-01 +6.0546e-01 +8.3870e-01 -3.9582e+00 +2.3791e+00 -3.7365e+00 +3.6831e+00 +1.3733e+00 +2.2015e+00 +1.1554e+00 -7.4666e-01 -1.9739e+00 +7.0988e-01 -3.1190e-01 +2.3622e+00 -1.7490e+00
18033 +5.067567421e-03 +5.067567421e-03 +5.309506757e+01 +5.309506757e+01 -1.4640e+00 -3.5562e+00 -6.2348e-01 -3.8042e+00 +5.1982e-01 +6.1956e-01 +8.3631e-01 -3.9768e+00 +2.3926e+00 -3.7378e+00 +3.6878e+00 +1.3812e+00 +2.2157e+00 +1.1522e+00 -7.3227e-01 -1.9460e+00 +6.8359e-01 -2.8310e-01 +2.3311e+00 -1.7448e+00
18036 +3.905223456e-03 +3.905223456e-03 +5.309390522e+01 +5.309390522e+01 -1.4839e+00 -3.5419e+00 -6.2585e-01 -3.7975e+00 +5.4714e-01 +6.1371e-01 +8.4679e-01 -3.9653e+00 +2.3917e+00 -3.7379e+00 +3.6704e+00 +1.3901e+00 +2.2012e+00 +1.1763e+00 -7.3548e-01 -1.9574e+00 +6.8927e-01 -2.8963e-01 +2.3440e+00 -1.7583e+00
18072 +3.549754803e-03 +3.549754803e-03 +5.309354975e+01 +5.309354975e+01 -1.4807e+00 -3.5614e+00 -6.0522e-01 -3.7975e+00 +5.3904e-01 +6.4213e-01 +8.3725e-01 -3.9777e+00 +2.3859e+00 -3.7412e+00 +3.6781e+00 +1.3713e+00 +2.1904e+00 +1.1775e+00 -7.1078e-01 -1.9593e+00 +6.8043e-01 -3.1228e-01 +2.3587e+00 -1.7609e+00
18862 +2.640770954e-03 +2.640770954e-03 +5.309264077e+01 +5.309264077e+01 -1.4919e+00 -3.5413e+00 -6.2100e-01 -3.7822e+00 +5.3186e-01 +6.1325e-01 +8.3811e-01 -3.9897e+00 +2.3877e+00 -3.7135e+00 +3.6903e+00 +1.3778e+00 +2.1910e+00 +1.1511e+00 -7.2164e-01 -1.9696e+00 +7.1545e-01 -3.0797e-01 +2.3328e+00 -1.7607e+00
19308 +2.323554652e-03 +2.323554652e-03 +5.309232355e+01 +5.309232355e+01 -1.4882e+00 -3.5523e+00 -6.2009e-01 -3.7794e+00 +5.4369e-01 +6.1971e-01 +8.2979e-01 -3.9653e+00 +2.3642e+00 -3.7314e+00 +3.6941e+00 +1.3580e+00 +2.1789e+00 +1.1586e+00 -7.2332e-01 -1.9667e+00 +6.8261e-01 -3.0845e-01 +2.3630e+00 -1.7410e+00
20027 +2.122136310e-03 +2.122136310e-03 +5.309212214e+01 +5.309212214e+01 -1.4981e+00 -3.5126e+00 -6.1608e-01 -3.7806e+00 +5.4954e-01 +6.2897e-01 +8.2455e-01 -3.9705e+00 +2.3859e+00 -3.7308e+00 +3.7090e+00 +1.3735e+00 +2.1934e+00 +1.1554e+00 -7.3385e-01 -1.9579e+00 +6.6967e-01 -3.0588e-01 +2.3554e+00 -1.7678e+00
20601 +2.073280435e-03 +2.073280435e-03 +5.309207328e+01 +5.309207328e+01 -1.5094e+00 -3.5360e+00 -6.2251e-01 -3.7923e+00 +5.4195e-01 +6.4758e-01 +8.1661e-01 -3.9824e+00 +2.3856e+00 -3.7333e+00 +3.7050e+00 +1.3848e+00 +2.1844e+00 +1.1793e+00 -7.2508e-01 -1.9761e+00 +7.0515e-01 -3.0211e-01 +2.3583e+00 -1.7621e+00
20726 +1.924623816e-03 +1.924623816e-03 +5.309192462e+01 +5.309192462e+01 -1.4971e+00 -3.5314e+00 -6.0773e-01 -3.7996e+00 +5.4061e-01 +6.2852e-01 +8.0963e-01 -3.9966e+00 +2.3924e+00 -3.7144e+00 +3.7060e+00 +1.3632e+00 +2.1935e+00 +1.1672e+00 -7.2799e-01 -1.9602e+00 +7.0008e-01 -2.9490e-01 +2.3505e+00 -1.7745e+00
