% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
164 +1.713316491e+01 +1.713316491e+01 -3.521683509e+01 -3.521683509e+01 -1.3863e+00 -3.0116e+00 -1.0388e+00 +1.4807e+00 +7.7776e-01 +5.2063e-01 -2.2207e+00 -3.8516e+00 +1.7360e+00 -2.9461e+00 +1.6252e+00 -5.1742e-01 +5.5504e-01 -2.0874e+00 -6.5233e-01 +5.6399e-01 -3.1509e+00 -2.0299e+00 +7.8962e-01 -3.6345e+00
250 +1.551629686e+01 +1.551629686e+01 -3.683370314e+01 -3.683370314e+01 -2.7611e+00 -3.1363e+00 -1.6838e+00 +4.3314e-01 -1.4778e+00 +2.0738e+00 -3.2284e+00 -3.3710e+00 +8.7770e-01 -2.0303e+00 +3.7368e+00 +5.1384e-04 -8.1586e-01 -6.7047e-01 +1.5870e-01 -5.8177e-01 -2.8868e+00 -1.5166e+00 +1.4136e+00 -1.4033e+00
381 +1.474766555e+01 +1.474766555e+01 -3.760233445e+01 -3.760233445e+01 -2.5484e+00 -8.3229e-01 +4.1591e+00 -2.2738e+00 -2.3727e-01 +4.4094e+00 -1.8459e+00 -5.8364e-01 +2.2209e+00 -4.3961e+00 +5.7946e-02 -1.0842e+00 +2.9714e+00 +5.7089e-01 -4.0946e-01 +3.7303e-01 -1.5612e+00 +3.8729e+00 +2.9753e-01 -6.8135e-01
390 +1.294030532e+01 +1.294030532e+01 -3.940969468e+01 -3.940969468e+01 -2.5604e+00 -1.8870e+00 +3.8682e+00 -1.6088e+00 -2.4907e-01 +3.3829e+00 -1.7340e+00 -7.7613e-01 +1.7767e+00 -4.2661e+00 +4.2214e-01 -8.3925e-01 +1.8640e+00 -8.6368e-01 -1.2091e+00 +2.9057e+00 +3.7240e-01 +3.7478e+00 +3.6681e-01 -9.3758e-01
394 +1.181993257e+01 +1.181993257e+01 -4.053006743e+01 -4.053006743e+01 -3.3812e+00 -5.9860e-01 +3.1958e+00 -1.0968e+00 -2.6777e-01 +3.4703e+00 -2.2697e+00 +2.9608e-01 +8.9814e-01 -3.9660e+00 +7.0242e-01 -4.8392e-01 +4.7182e-01 -7.0703e-01 -1.6861e+00 +2.0080e+00 +8.7939e-01 +2.8781e+00 +1.5614e+00 -1.5382e+00
422 +1.111812273e+01 +1.111812273e+01 -4.123187727e+01 -4.123187727e+01 -1.0131e+00 +7.0310e-01 -1.0743e+00 -2.3263e+00 -9.2255e-01 +3.6102e+00 -2.3838e+00 -1.6580e+00 +6.3918e-02 -3.7704e+00 +1.5351e+00 -7.2063e-01 +2.0269e+00 -1.7212e-01 -9.7201e-01 +1.8047e+00 -8.0568e-01 -5.6564e-01 +1.2086e+00 -2.6923e+00
444 +9.310916284e+00 +9.310916284e+00 -4.303908372e+01 -4.303908372e+01 -1.4476e+00 -3.7224e-01 -8.1930e-01 -7.9534e-01 -9.0174e-01 +2.9639e+00 -3.6009e+00 -8.4242e-01 +1.6273e+00 -2.1238e+00 +2.1830e+00 +6.6045e-01 +1.3081e+00 +7.8496e-01 -2.4623e-01 +1.3572e+00 -2.8060e+00 -8.0967e-01 +1.6786e+00 -1.7808e+00
465 +9.042246614e+00 +9.042246614e+00 -4.330775339e+01 -4.330775339e+01 -1.2181e+00 -2.0375e+00 -1.9870e+00 -8.1245e-01 -1.1577e+00 +2.5960e+00 -4.6569e+00 +3.3835e-01 +1.9729e+00 -2.0020e+00 +4.4582e+00 -1.3855e+00 +2.6377e+00 -8.9453e-01 -4.9429e-01 +9.6323e-01 -2.7635e+00 -5.3720e-01 +3.4011e+00 -3.8222e+00
473 +8.276579092e+00 +8.276579092e+00 -4.407342091e+01 -4.407342091e+01 -1.6066e+00 -1.6664e+00 -4.7555e-01 -1.6404e+00 -1.4480e+00 +2.8750e+00 -3.9331e+00 +1.8628e-01 +1.8200e+00 -1.0651e+00 +5.1151e+00 -1.5551e+00 +1.4195e+00 +2.0006e-01 +3.4628e-01 -9.5855e-01 -1.6967e+00 +4.2435e-01 +2.1062e+00 -3.4107e+00
732 +7.766770807e+00 +7.766770807e+00 -4.458322919e+01 -4.458322919e+01 -9.8951e-01 +9.1549e-01 +1.1436e+00 -1.5365e+00 -2.2517e+00 +4.3613e+00 -2.4233e+00 -5.2903e-01 +2.2950e-01 -1.7577e+00 +1.3596e+00 -7.3159e-01 +2.6492e+00 -1.2346e-01 -1.3631e+00 +6.7946e-01 -2.7002e+00 +8.1192e-01 +4.9176e+00 -3.9226e+00
742 +7.484543074e+00 +7.484543074e+00 -4.486545693e+01 -4.486545693e+01 -7.8622e-01 +1.6754e+00 +2.6464e+00 -1.5823e+00 -1.2680e+00 +4.4860e+00 -1.7936e+00 -3.6511e-01 -6.7107e-02 -2.2463e+00 +9.4771e-01 -2.1428e-01 +3.4420e+00 -1.8689e-02 -2.0861e+00 -2.6203e-01 -1.9894e+00 +4.1237e-01 +3.1270e+00 -4.9499e+00
1030 +6.218783466e+00 +6.218783466e+00 -4.613121653e+01 -4.613121653e+01 -1.2554e+00 -1.7825e+00 +4.2147e+00 -3.2450e+00 -9.8889e-01 +4.7050e+00 -3.9244e+00 +1.0230e+00 +1.5229e+00 -1.2204e+00 +5.5284e+00 -3.4966e-01 +3.3907e+00 +9.7330e-01 -1.7953e+00 +1.7307e+00 -1.3605e+00 +9.5849e-01 +3.3346e+00 -4.2787e+00
1119 +5.397393820e+00 +5.397393820e+00 -4.695260618e+01 -4.695260618e+01 -5.1693e-01 -8.1512e-01 +2.4860e+00 -2.5035e+00 -6.6928e-01 +4.9555e+00 -5.2105e+00 +3.5802e-01 +2.3964e+00 -1.1446e+00 +2.2819e-01 -5.0346e-01 +3.4552e+00 -5.5115e-01 -2.1526e+00 +4.5296e-01 -2.9277e-01 +3.5160e+00 +3.9279e+00 -3.5362e+00
1370 +5.203458270e+00 +5.203458270e+00 -4.714654173e+01 -4.714654173e+01 -2.9630e+00 -2.6195e+00 +3.2746e+00 -1.4467e+00 -1.7661e+00 +4.4637e+00 -4.6312e+00 -1.0627e+00 +1.9221e+00 -3.3502e+00 +2.7748e+00 -1.6470e+00 +2.2524e+00 -1.9151e+00 +9.9627e-02 +9.5838e-01 -1.2624e+00 +1.7218e+00 +1.7000e+00 -4.3201e+00
1746 +4.972874978e+00 +4.972874978e+00 -4.737712502e+01 -4.737712502e+01 -1.5607e+00 +9.2722e-02 +2.9341e+00 -2.5935e+00 -1.3631e+00 +4.5845e+00 -3.5530e+00 +2.3980e-01 +2.1501e+00 -1.7668e+00 +3.1646e+00 -8.3827e-01 +4.1925e+00 -8.3033e-01 -5.5700e-01 +2.2497e+00 -1.2138e+00 -6.9732e-01 +3.6360e+00 -3.3418e+00
2452 +4.247682705e+00 +4.247682705e+00 -4.810231729e+01 -4.810231729e+01 -3.0717e+00 -1.9107e+00 +3.3468e+00 -2.2914e+00 -2.4105e+00 +4.5404e+00 -2.8750e+00 -6.8677e-01 +2.5609e+00 -2.6055e+00 +2.6667e+00 -9.2810e-01 +3.3470e+00 -2.1144e+00 -1.6107e+00 +3.7982e-01 -2.0029e+00 +6.8090e-01 +2.7499e+00 -3.1845e+00
2520 +3.653221290e+00 +3.653221290e+00 -4.869677871e+01 -4.869677871e+01 -2.8675e+00 -1.2663e+00 +2.3413e+00 -1.2564e+00 -1.8123e+00 +3.1546e+00 -3.7149e+00 +2.7034e-01 +1.7162e+00 -3.0778e+00 +2.7193e+00 -4.0373e-01 +2.7404e+00 -1.6049e+00 -1.3672e+00 +1.8654e+00 -1.5588e+00 +4.2584e-01 +3.0953e+00 -2.7309e+00
2569 +2.937846257e+00 +2.937846257e+00 -4.941215374e+01 -4.941215374e+01 -2.4035e+00 -1.7801e+00 +2.2975e+00 -1.9649e+00 -1.8194e+00 +3.4111e+00 -2.0912e+00 +3.9031e-01 +1.8701e+00 -2.4536e+00 +3.4687e+00 -5.6061e-01 +2.6761e+00 -1.5528e+00 -2.0087e+00 +1.0258e+00 -1.5928e+00 +2.1627e+00 +2.2603e+00 -3.2198e+00
2730 +2.458322492e+00 +2.458322492e+00 -4.989167751e+01 -4.989167751e+01 -1.5285e+00 -1.4364e+00 +1.5198e+00 -2.5896e+00 -1.4147e+00 +3.4173e+00 -3.6825e+00 -1.2831e+00 +2.9613e+00 -2.8408e+00 +2.9685e+00 -4.3038e-02 +3.0175e+00 -1.4821e+00 -1.6948e+00 +2.3713e+00 -4.8462e-01 +1.5181e+00 +3.0111e+00 -4.1764e+00
3772 +2.342414863e+00 +2.342414863e+00 -5.000758514e+01 -5.000758514e+01 +6.4496e-01 -4.4127e-01 +2.2178e+00 -2.6585e+00 -1.9490e+00 +3.9561e+00 -3.5320e+00 +3.6598e-01 +3.0844e+00 -2.3943e+00 +2.9152e+00 -3.3608e-02 +4.2053e+00 +3.0957e-01 -1.8698e+00 +1.6574e+00 -1.8415e+00 +1.5268e+00 +3.2505e+00 -3.2199e+00
3839 +1.598708276e+00 +1.598708276e+00 -5.075129172e+01 -5.075129172e+01 -7.3174e-01 -7.1582e-01 +1.8288e+00 -2.6935e+00 -1.4485e+00 +3.4683e+00 -2.6049e+00 -2.7857e-01 +2.0301e+00 -1.7545e+00 +3.3025e+00 -3.2065e-01 +3.9205e+00 -9.8935e-01 -1.5635e+00 +1.8354e+00 -7.7221e-01 +1.6511e+00 +2.6843e+00 -4.2291e+00
4632 +1.535795224e+00 +1.535795224e+00 -5.081420478e+01 -5.081420478e+01 -1.0698e+00 -9.0363e-01 +2.5572e+00 -2.5106e+00 -1.8425e+00 +3.1290e+00 -3.9270e+00 -1.1584e-01 +2.0457e+00 -1.8525e+00 +2.3461e+00 -7.8058e-01 +3.3272e+00 -6.0218e-01 -1.3280e+00 +1.1518e+00 -6.0780e-01 +6.1134e-01 +3.3692e+00 -3.8454e+00
4793 +1.468183131e+00 +1.468183131e+00 -5.088181687e+01 -5.088181687e+01 -1.5408e+00 -1.5201e+00 +2.8612e+00 -2.4216e+00 -9.3991e-01 +3.9427e+00 -4.3758e+00 +2.5538e-01 +1.8839e+00 -7.2262e-01 +3.3711e+00 -3.8692e-02 +3.7016e+00 -3.8504e-01 -2.0570e+00 +1.6551e+00 -1.4608e+00 +1.3086e+00 +3.0778e+00 -4.2473e+00
5047 +1.364944634e+00 +1.364944634e+00 -5.098505537e+01 -5.098505537e+01 -1.1283e+00 -5.9383e-01 +3.2018e+00 -2.3762e+00 -2.3720e+00 +3.7819e+00 -4.0021e+00 +2.7352e-01 +2.4627e+00 -1.9706e+00 +2.7217e+00 -2.7660e-01 +3.0545e+00 -1.4448e+00 -2.3160e+00 +1.6318e+00 -9.8198e-01 +2.1187e+00 +2.6487e+00 -3.0723e+00
5064 +1.125427843e+00 +1.125427843e+00 -5.122457216e+01 -5.122457216e+01 -9.6724e-01 -1.1142e+00 +3.0284e+00 -1.8054e+00 -1.2771e+00 +3.6476e+00 -3.6451e+00 -3.6660e-01 +2.9453e+00 -1.7328e+00 +2.6665e+00 -1.0833e-02 +3.2172e+00 -9.8657e-01 -2.4916e+00 +1.2218e+00 -6.6532e-01 +1.5002e+00 +3.0928e+00 -3.0078e+00
5487 +1.116421572e+00 +1.116421572e+00 -5.123357843e+01 -5.123357843e+01 -1.4837e+00 -1.2978e+00 +2.3702e+00 -2.2784e+00 -1.7138e+00 +3.2401e+00 -3.4602e+00 -1.6439e-01 +2.2943e+00 -1.4571e+00 +2.9916e+00 -7.7018e-02 +3.4916e+00 -6.8693e-01 -2.0601e+00 +6.0271e-02 -6.4723e-01 +1.3827e+00 +2.7171e+00 -3.8619e+00
5742 +1.064350131e+00 +1.064350131e+00 -5.128564987e+01 -5.128564987e+01 -2.4423e-01 -1.4312e+00 +1.8834e+00 -2.0659e+00 -2.3194e+00 +3.6425e+00 -4.4495e+00 +1.6207e-01 +3.3360e+00 -2.0624e+00 +2.9105e+00 -5.3473e-01 +3.9354e+00 -2.8842e-01 -1.9359e+00 +1.1510e+00 -9.5701e-01 +1.4892e+00 +3.2005e+00 -3.7686e+00
6108 +6.849298899e-01 +6.849298899e-01 -5.166507011e+01 -5.166507011e+01 -1.0067e+00 -1.1617e+00 +2.4542e+00 -2.6053e+00 -1.7174e+00 +3.6058e+00 -3.3641e+00 +1.8835e-01 +2.0306e+00 -1.8620e+00 +2.9020e+00 -1.0491e+00 +3.1481e+00 -4.9338e-01 -2.4477e+00 +1.0505e+00 -1.3221e+00 +2.1092e+00 +2.8734e+00 -3.9579e+00
6169 +5.766252676e-01 +5.766252676e-01 -5.177337473e+01 -5.177337473e+01 -1.2103e+00 -1.3063e+00 +2.2298e+00 -2.6799e+00 -1.9100e+00 +3.4592e+00 -3.7651e+00 +7.7368e-02 +2.9258e+00 -1.5058e+00 +3.0923e+00 -1.0026e-01 +3.3583e+00 -3.2538e-01 -2.2871e+00 +1.5403e+00 -1.2982e+00 +1.9639e+00 +3.1718e+00 -3.8763e+00
7091 +4.522312452e-01 +4.522312452e-01 -5.189776875e+01 -5.189776875e+01 -7.8815e-01 -9.1736e-01 +2.8596e+00 -2.3752e+00 -2.2380e+00 +4.0234e+00 -3.8527e+00 -2.6417e-01 +2.8602e+00 -1.8565e+00 +3.0823e+00 -1.0990e-01 +3.2874e+00 -8.9402e-01 -2.1674e+00 +1.0566e+00 -9.3546e-01 +1.6225e+00 +2.9376e+00 -3.9511e+00
7347 +3.588854646e-01 +3.588854646e-01 -5.199111454e+01 -5.199111454e+01 -8.6113e-01 -1.2638e+00 +2.3195e+00 -2.4072e+00 -1.8098e+00 +3.7273e+00 -3.7804e+00 -2.5353e-01 +3.0760e+00 -2.0414e+00 +2.7507e+00 -1.2721e-01 +3.3042e+00 -1.3836e+00 -1.9988e+00 +1.2989e+00 -1.1037e+00 +1.7698e+00 +3.0400e+00 -4.1144e+00
8728 +3.120840055e-01 +3.120840055e-01 -5.203791599e+01 -5.203791599e+01 -4.5256e-01 -1.5206e+00 +2.7015e+00 -2.2320e+00 -1.6058e+00 +3.8077e+00 -3.7793e+00 +1.4213e-01 +2.4753e+00 -1.4357e+00 +3.0308e+00 -7.1505e-01 +3.3775e+00 -7.8749e-01 -1.9712e+00 +1.2039e+00 -1.3401e+00 +1.4497e+00 +2.7697e+00 -3.8142e+00
9518 +2.489397048e-01 +2.489397048e-01 -5.210106030e+01 -5.210106030e+01 -6.4021e-01 -1.0275e+00 +2.8002e+00 -2.1195e+00 -1.9729e+00 +3.4498e+00 -3.6522e+00 -2.2635e-01 +2.9130e+00 -1.5367e+00 +3.2567e+00 -4.0029e-01 +3.4044e+00 -6.4613e-01 -2.0208e+00 +1.2715e+00 -1.2966e+00 +1.6736e+00 +2.7905e+00 -3.8444e+00
10517 +2.259811238e-01 +2.259811238e-01 -5.212401888e+01 -5.212401888e+01 -6.6066e-01 -1.1429e+00 +2.7658e+00 -2.3765e+00 -1.6354e+00 +3.4523e+00 -3.9198e+00 -1.8516e-01 +2.9871e+00 -1.7349e+00 +3.1651e+00 -4.6352e-01 +2.9781e+00 -9.7874e-01 -2.1345e+00 +1.0283e+00 -1.5087e+00 +1.8094e+00 +2.9221e+00 -3.9505e+00
10635 +1.814343942e-01 +1.814343942e-01 -5.216856561e+01 -5.216856561e+01 -5.9520e-01 -1.3975e+00 +2.6599e+00 -2.3361e+00 -1.4818e+00 +3.8242e+00 -4.0293e+00 -2.8862e-01 +2.9731e+00 -2.0051e+00 +3.0145e+00 -4.1033e-01 +3.1921e+00 -7.4001e-01 -2.1171e+00 +1.4103e+00 -9.3587e-01 +1.7674e+00 +3.1092e+00 -3.9238e+00
10721 +1.707991472e-01 +1.707991472e-01 -5.217920085e+01 -5.217920085e+01 -8.8240e-01 -1.1700e+00 +2.6410e+00 -2.4557e+00 -1.5480e+00 +3.8433e+00 -3.6650e+00 -4.9473e-02 +2.9051e+00 -1.7548e+00 +3.0251e+00 -5.8410e-01 +3.2978e+00 -1.0430e+00 -1.7189e+00 +1.1460e+00 -1.1573e+00 +1.8444e+00 +3.4532e+00 -3.9233e+00
11015 +1.489068911e-01 +1.489068911e-01 -5.220109311e+01 -5.220109311e+01 -8.8243e-01 -1.2532e+00 +2.3988e+00 -2.5187e+00 -1.6863e+00 +3.6701e+00 -3.9380e+00 -9.8951e-02 +2.8479e+00 -1.5501e+00 +3.0257e+00 -2.6515e-01 +3.1716e+00 -6.4567e-01 -2.0351e+00 +1.2493e+00 -1.0448e+00 +1.7706e+00 +2.8265e+00 -4.1141e+00
11203 +1.453147790e-01 +1.453147790e-01 -5.220468522e+01 -5.220468522e+01 -7.6441e-01 -1.2466e+00 +2.3403e+00 -2.6314e+00 -1.6650e+00 +3.6697e+00 -3.9048e+00 -6.3275e-02 +3.0579e+00 -1.8965e+00 +2.9322e+00 -4.5771e-01 +3.2244e+00 -9.9319e-01 -1.9817e+00 +1.0583e+00 -1.0814e+00 +1.7882e+00 +3.0854e+00 -3.9935e+00
11770 +1.394149097e-01 +1.394149097e-01 -5.221058509e+01 -5.221058509e+01 -9.2552e-01 -9.6875e-01 +2.5446e+00 -2.5369e+00 -1.6500e+00 +3.6448e+00 -3.7525e+00 -9.5077e-02 +2.9366e+00 -1.6057e+00 +3.0955e+00 -4.0310e-01 +3.2122e+00 -9.6541e-01 -2.0688e+00 +1.2522e+00 -1.1200e+00 +1.9767e+00 +2.9661e+00 -3.7919e+00
11783 +1.300490901e-01 +1.300490901e-01 -5.221995091e+01 -5.221995091e+01 -8.4002e-01 -9.4491e-01 +2.5568e+00 -2.5559e+00 -1.6569e+00 +3.5658e+00 -3.8794e+00 -2.3555e-01 +2.9084e+00 -1.6254e+00 +3.0914e+00 -3.9271e-01 +3.3707e+00 -9.1875e-01 -2.0469e+00 +1.2491e+00 -1.0860e+00 +1.8313e+00 +2.9496e+00 -3.9219e+00
11794 +1.270119498e-01 +1.270119498e-01 -5.222298805e+01 -5.222298805e+01 -7.1709e-01 -1.0218e+00 +2.5049e+00 -2.5522e+00 -1.6604e+00 +3.5836e+00 -3.9168e+00 -2.4837e-01 +2.8167e+00 -1.6418e+00 +3.0808e+00 -3.7912e-01 +3.2872e+00 -9.9627e-01 -1.9916e+00 +1.3941e+00 -1.0387e+00 +1.9310e+00 +2.8866e+00 -3.8238e+00
11800 +1.049908223e-01 +1.049908223e-01 -5.224500918e+01 -5.224500918e+01 -8.0709e-01 -9.5658e-01 +2.6369e+00 -2.4534e+00 -1.6084e+00 +3.7112e+00 -3.9252e+00 -1.7397e-01 +2.8294e+00 -1.6434e+00 +2.9965e+00 -5.3055e-01 +3.2969e+00 -8.4391e-01 -2.0942e+00 +1.2704e+00 -1.0605e+00 +1.8133e+00 +2.8700e+00 -3.7913e+00
12534 +1.000600372e-01 +1.000600372e-01 -5.224993996e+01 -5.224993996e+01 -9.0020e-01 -1.1809e+00 +2.4868e+00 -2.4262e+00 -1.5828e+00 +3.7653e+00 -3.9153e+00 +6.6607e-02 +2.6014e+00 -1.7278e+00 +3.1303e+00 -4.0833e-01 +3.2464e+00 -1.0827e+00 -1.9592e+00 +1.0296e+00 -1.1608e+00 +1.8604e+00 +3.2495e+00 -4.0152e+00
12555 +9.013918955e-02 +9.013918955e-02 -5.225986081e+01 -5.225986081e+01 -8.8881e-01 -1.2046e+00 +2.5286e+00 -2.5394e+00 -1.5414e+00 +3.7218e+00 -3.8683e+00 +7.8011e-02 +2.5714e+00 -1.6938e+00 +3.1885e+00 -5.7030e-01 +3.2996e+00 -9.7778e-01 -1.8478e+00 +1.0542e+00 -1.0261e+00 +1.9623e+00 +3.2225e+00 -4.0177e+00
12892 +8.193740310e-02 +8.193740310e-02 -5.226806260e+01 -5.226806260e+01 -8.0617e-01 -1.3855e+00 +2.7128e+00 -2.5989e+00 -1.3583e+00 +3.7265e+00 -3.8503e+00 -1.2158e-01 +2.8255e+00 -1.8487e+00 +3.0198e+00 -4.0333e-01 +3.2446e+00 -8.6047e-01 -1.8134e+00 +1.1471e+00 -1.1854e+00 +1.8805e+00 +3.0523e+00 -3.9207e+00
13610 +7.979152467e-02 +7.979152467e-02 -5.227020848e+01 -5.227020848e+01 -7.7074e-01 -1.1516e+00 +2.4208e+00 -2.6115e+00 -1.5022e+00 +3.7259e+00 -3.9489e+00 -7.0368e-02 +2.7673e+00 -1.6617e+00 +2.8880e+00 -4.3705e-01 +3.2986e+00 -1.0639e+00 -1.8400e+00 +1.3390e+00 -9.1687e-01 +1.7924e+00 +3.0613e+00 -3.7486e+00
14067 +7.556836672e-02 +7.556836672e-02 -5.227443163e+01 -5.227443163e+01 -6.9195e-01 -1.0662e+00 +2.6715e+00 -2.3575e+00 -1.4599e+00 +3.5197e+00 -3.8126e+00 -4.8538e-02 +2.7404e+00 -1.6636e+00 +3.0439e+00 -5.2081e-01 +3.2572e+00 -8.7578e-01 -1.9508e+00 +1.4515e+00 -1.1810e+00 +1.7494e+00 +2.9175e+00 -3.7336e+00
14322 +6.529844453e-02 +6.529844453e-02 -5.228470156e+01 -5.228470156e+01 -7.3309e-01 -1.2783e+00 +2.6572e+00 -2.4830e+00 -1.3864e+00 +3.7719e+00 -3.9614e+00 +2.8284e-02 +2.6852e+00 -1.7020e+00 +3.1297e+00 -5.3231e-01 +3.3620e+00 -9.3535e-01 -1.9417e+00 +1.0282e+00 -1.0334e+00 +1.7820e+00 +2.8610e+00 -4.0508e+00
14846 +4.316964583e-02 +4.316964583e-02 -5.230683035e+01 -5.230683035e+01 -7.2086e-01 -1.3613e+00 +2.5768e+00 -2.3172e+00 -1.4924e+00 +3.7297e+00 -3.9585e+00 -1.8997e-02 +2.7725e+00 -1.7765e+00 +2.9594e+00 -4.0366e-01 +3.4381e+00 -8.5879e-01 -2.0004e+00 +1.3090e+00 -1.0702e+00 +1.7407e+00 +3.0024e+00 -4.0098e+00
16240 +3.456323129e-02 +3.456323129e-02 -5.231543677e+01 -5.231543677e+01 -7.2012e-01 -1.3025e+00 +2.5381e+00 -2.4020e+00 -1.5105e+00 +3.7470e+00 -3.8225e+00 -2.1565e-02 +2.6894e+00 -1.8241e+00 +3.0839e+00 -4.5963e-01 +3.3380e+00 -8.0613e-01 -1.9664e+00 +1.3479e+00 -1.1142e+00 +1.7333e+00 +3.0672e+00 -3.9489e+00
17183 +3.271481064e-02 +3.271481064e-02 -5.231728519e+01 -5.231728519e+01 -8.6182e-01 -1.2937e+00 +2.5812e+00 -2.4582e+00 -1.4804e+00 +3.7431e+00 -3.9649e+00 -7.8571e-02 +2.7884e+00 -1.8254e+00 +3.0326e+00 -4.9026e-01 +3.3641e+00 -8.9480e-01 -1.9585e+00 +1.2379e+00 -1.1676e+00 +1.8332e+00 +3.1205e+00 -4.1111e+00
17288 +2.792194520e-02 +2.792194520e-02 -5.232207805e+01 -5.232207805e+01 -8.2540e-01 -1.2111e+00 +2.5479e+00 -2.3589e+00 -1.6174e+00 +3.7205e+00 -3.9177e+00 +1.1870e-03 +2.7301e+00 -1.7278e+00 +2.9452e+00 -4.2930e-01 +3.3316e+00 -9.0896e-01 -1.8598e+00 +1.3422e+00 -1.1073e+00 +1.7751e+00 +3.1589e+00 -3.9909e+00
