% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
261 +5.817016709e+01 +5.817016709e+01 -9.418298329e+02 -9.418298329e+02 -2.5454e+00 -2.1394e+00 +1.1217e+00 -3.8138e+00 +1.0630e-01 -1.8549e+00 +1.7468e+00 -5.4010e+00 +3.0216e+00 +2.4252e+00 +3.8214e+00 +2.2969e-01 +1.1735e+00 +4.6349e-01 -1.2178e+00 -4.0020e+00 +1.1436e+00 +2.5414e+00 -2.8897e+00 -5.3979e+00
266 +5.375304739e+01 +5.375304739e+01 -9.462469526e+02 -9.462469526e+02 -3.3746e+00 -1.3946e+00 -5.7631e-01 -3.1636e+00 +1.8032e-01 -1.6958e+00 +1.0588e+00 -4.6767e+00 +3.2110e+00 +2.0586e+00 +4.2933e+00 -5.5257e-01 +1.8015e+00 -2.8009e-01 -1.1458e+00 -5.1276e+00 +2.0459e+00 +2.2767e+00 -2.8228e+00 -4.9454e+00
267 +4.942539049e+01 +4.942539049e+01 -9.505746095e+02 -9.505746095e+02 -1.4522e+00 -2.6763e+00 +1.1216e+00 -5.4488e+00 +1.9465e-01 -3.1090e+00 +1.3580e+00 -4.8088e+00 +2.6832e+00 +2.0287e+00 +3.5910e+00 -1.8395e-01 +6.5254e-01 +8.1974e-01 -1.7710e+00 -4.4977e+00 +2.5993e+00 +1.6281e+00 -2.8279e+00 -4.4857e+00
326 +4.103297909e+01 +4.103297909e+01 -9.589670209e+02 -9.589670209e+02 +1.7742e-01 -1.9857e+00 +1.8401e+00 -2.8353e+00 +6.7233e-01 -2.1493e+00 -5.2303e-01 -6.1660e+00 +3.4395e+00 +2.4959e+00 +3.7725e+00 -2.3058e+00 +2.5122e-02 +6.1133e-01 -2.3828e+00 -2.5432e+00 +1.1489e+00 +4.1561e-01 +8.9740e-01 -1.4964e+00
344 +3.719933027e+01 +3.719933027e+01 -9.628006697e+02 -9.628006697e+02 -1.5457e+00 -1.6662e+00 +1.8945e+00 -4.0485e+00 +1.2008e+00 -2.9216e+00 -8.2856e-01 -6.7100e+00 +2.6647e+00 +1.1995e+00 +3.5379e+00 -3.0150e+00 +5.1178e-01 -9.8851e-01 -2.4357e+00 -3.0026e+00 +1.9556e+00 +9.2899e-01 +3.6864e+00 -1.3853e+00
358 +3.344216585e+01 +3.344216585e+01 -9.665578341e+02 -9.665578341e+02 -1.8074e+00 -2.4345e+00 +1.9041e+00 -4.3242e+00 +1.9228e+00 -1.4164e+00 -1.7002e+00 -6.0319e+00 +8.0294e-01 +1.0324e+00 +1.5885e+00 -2.9047e+00 +1.8755e+00 -1.0869e+00 -2.5352e+00 -3.8024e+00 +3.5810e+00 +1.5435e+00 +1.1616e+00 -1.2546e+00
361 +3.061619141e+01 +3.061619141e+01 -9.693838086e+02 -9.693838086e+02 -1.6414e+00 -1.8056e+00 +2.3165e+00 -2.4981e+00 +1.9795e-01 -2.8120e+00 -1.3593e+00 -6.4749e+00 +2.7296e+00 +1.6210e+00 +4.0628e+00 -2.9147e+00 +1.3994e+00 -1.1546e+00 -2.7119e+00 -2.0338e+00 +2.1798e+00 +1.0748e+00 +1.7745e+00 -1.8640e+00
503 +2.552965412e+01 +2.552965412e+01 -9.744703459e+02 -9.744703459e+02 -3.3337e+00 -4.0086e+00 +1.5939e+00 -4.4491e+00 +1.4770e+00 -2.4577e+00 +1.3918e+00 -5.3680e+00 +1.1638e+00 +2.6693e+00 +4.1215e+00 -1.8971e+00 +2.6457e+00 -1.4714e+00 -1.7293e+00 -4.2530e+00 +8.4563e-01 +1.8971e+00 +3.2807e-01 -1.9469e+00
540 +2.252029337e+01 +2.252029337e+01 -9.774797066e+02 -9.774797066e+02 -2.1324e+00 -2.5362e+00 +6.2324e-01 -3.4757e+00 +1.5497e+00 -3.9387e+00 +1.0994e+00 -4.8068e+00 +5.4435e-01 +2.5540e+00 +3.3567e+00 -9.1737e-01 -3.5459e-01 -1.7948e+00 -1.1341e+00 -2.7051e+00 +3.1400e+00 +6.2585e-01 +5.4561e-02 -2.7155e+00
621 +2.225758200e+01 +2.225758200e+01 -9.777424180e+02 -9.777424180e+02 -2.5032e+00 -3.1298e+00 +1.5638e+00 -3.7474e+00 +1.0355e+00 -4.6889e+00 -6.7513e-01 -3.9034e+00 +3.8184e+00 +2.6341e+00 +4.1853e+00 -4.4309e-01 +1.6113e+00 -1.9843e-01 -1.0746e+00 -4.2797e+00 +3.4002e-01 +2.3235e+00 +1.8167e+00 -3.1374e+00
771 +2.186320191e+01 +2.186320191e+01 -9.781367981e+02 -9.781367981e+02 -3.1319e+00 -4.3809e-01 +8.4056e-01 -4.7232e+00 +5.4176e-01 -1.6177e+00 -2.1595e-01 -3.9186e+00 +2.6594e+00 +1.3713e+00 +3.2104e+00 -1.0011e+00 +2.2159e+00 -2.0531e+00 -1.3284e+00 -4.0953e+00 +1.9799e+00 -5.3737e-01 -4.1680e-01 -2.2724e-01
774 +1.953171846e+01 +1.953171846e+01 -9.804682815e+02 -9.804682815e+02 -4.3799e+00 -1.1537e+00 +1.0271e+00 -4.8252e+00 +2.1308e+00 -2.6399e+00 +6.3104e-01 -4.4788e+00 +8.8277e-01 +2.3583e+00 +4.3770e+00 -2.5758e+00 +1.7539e+00 -1.6254e+00 -1.3987e+00 -2.8337e+00 +2.4792e+00 -1.3118e+00 +1.2728e-01 +3.9204e-01
1221 +1.689132697e+01 +1.689132697e+01 -9.831086730e+02 -9.831086730e+02 -4.2608e+00 -2.1583e+00 +2.0693e+00 -4.8496e+00 -5.5570e-01 -2.6998e+00 -5.2865e-01 -4.0131e+00 +1.1603e+00 +1.2468e+00 +3.2617e+00 -3.2187e-01 +1.5806e+00 -6.7168e-01 -1.0429e+00 -4.5785e+00 +2.2225e+00 +1.5751e+00 +8.6374e-01 -1.6926e+00
1274 +1.554754076e+01 +1.554754076e+01 -9.844524592e+02 -9.844524592e+02 -3.5608e+00 -2.3194e+00 +1.1016e+00 -3.8824e+00 -3.1267e-01 -3.7869e+00 -3.8232e-02 -4.7045e+00 +2.8998e+00 +2.0108e+00 +5.7446e+00 -1.2609e+00 +1.7181e+00 +1.2372e+00 -1.6641e+00 -3.0999e+00 +1.5689e+00 +5.7457e-01 +4.1891e-02 -1.3658e+00
2001 +1.471218416e+01 +1.471218416e+01 -9.852878158e+02 -9.852878158e+02 -3.4715e+00 -2.9248e+00 +1.8431e+00 -5.0284e+00 -9.2152e-01 -2.9597e+00 -1.3161e+00 -3.9098e+00 +1.8658e+00 +3.0574e+00 +5.2381e+00 -1.3372e+00 +1.8662e+00 -1.6778e+00 -1.4500e+00 -4.0408e+00 +2.7753e+00 +1.2701e+00 +3.1789e-01 -2.9727e+00
2002 +1.214977289e+01 +1.214977289e+01 -9.878502271e+02 -9.878502271e+02 -3.7277e+00 -2.7738e+00 +1.3129e+00 -4.8918e+00 -1.5659e+00 -3.8247e+00 -9.2867e-01 -4.4782e+00 +2.3961e+00 +2.5678e+00 +4.9982e+00 -1.9861e+00 +1.5195e+00 -8.0756e-01 -1.8009e+00 -3.5548e+00 +2.7048e+00 +5.2080e-01 +5.0209e-01 -1.7483e+00
2006 +1.182185148e+01 +1.182185148e+01 -9.881781485e+02 -9.881781485e+02 -4.2021e+00 -3.3444e+00 +2.5016e+00 -5.5253e+00 -4.5502e-01 -2.3600e+00 -9.9526e-01 -4.4932e+00 +1.8792e+00 +3.9692e+00 +3.8647e+00 -1.9049e+00 +2.0361e+00 -1.3801e+00 -2.3503e+00 -3.7167e+00 +1.9036e+00 +5.7788e-01 +5.2029e-01 -2.5563e+00
2115 +1.013767854e+01 +1.013767854e+01 -9.898623215e+02 -9.898623215e+02 -2.5424e+00 -2.3711e+00 +2.2782e+00 -3.0346e+00 +4.9111e-01 -2.2613e+00 -7.6428e-01 -5.0563e+00 +2.7118e+00 +3.1084e+00 +3.8504e+00 -1.9781e+00 +1.2217e+00 -7.6029e-01 -1.9348e+00 -4.7121e+00 +3.0617e+00 -7.4203e-02 +9.6317e-01 -1.5181e+00
2398 +9.443631183e+00 +9.443631183e+00 -9.905563688e+02 -9.905563688e+02 -4.2507e+00 -1.4477e+00 +1.0640e+00 -5.3854e+00 +1.6797e+00 -2.9781e+00 -9.9498e-01 -4.0847e+00 +1.7125e+00 +1.5781e+00 +2.7871e+00 -1.8149e+00 +3.0928e-01 -9.0412e-01 -1.3036e+00 -4.3721e+00 +2.9149e+00 -5.5843e-01 +6.9070e-01 -1.8961e+00
2636 +9.214571865e+00 +9.214571865e+00 -9.907854281e+02 -9.907854281e+02 -5.0046e+00 -1.2353e+00 +2.2564e+00 -4.3865e+00 +1.7589e+00 -3.7168e+00 -1.2057e+00 -5.2776e+00 +1.1534e+00 +1.7433e+00 +4.6118e+00 -1.7662e+00 +1.4017e+00 -1.1241e+00 -2.4845e+00 -4.1244e+00 +2.5506e+00 +5.0214e-01 +1.9470e+00 -1.8996e+00
3118 +7.955223018e+00 +7.955223018e+00 -9.920447770e+02 -9.920447770e+02 -4.2745e+00 -2.3321e+00 +1.9203e+00 -3.3151e+00 +1.2169e+00 -3.1035e+00 -8.8102e-01 -4.5955e+00 +2.3327e+00 +1.9683e+00 +4.2289e+00 -1.3309e+00 +1.0542e+00 -1.1510e+00 -2.7718e+00 -3.2665e+00 +3.8629e+00 -1.1575e+00 +9.3427e-01 -2.5786e+00
3757 +7.552250596e+00 +7.552250596e+00 -9.924477494e+02 -9.924477494e+02 -3.9808e+00 -3.0331e+00 +1.6217e+00 -5.0629e+00 +4.8456e-01 -2.9558e+00 -3.0609e-01 -4.7470e+00 +2.5817e+00 +2.3451e+00 +4.3864e+00 -8.2184e-01 +1.8965e-01 -1.7620e+00 -2.2136e+00 -3.6493e+00 +2.5320e+00 +2.6534e-01 +1.4867e+00 -2.5107e+00
3779 +6.863565264e+00 +6.863565264e+00 -9.931364347e+02 -9.931364347e+02 -4.1200e+00 -2.7420e+00 +1.6122e+00 -5.1634e+00 +4.9738e-01 -3.2185e+00 -1.1461e+00 -4.1569e+00 +2.1277e+00 +1.7712e+00 +4.8709e+00 -1.4404e+00 +1.4465e+00 -8.4935e-01 -2.4990e+00 -3.2916e+00 +3.2743e+00 +3.4273e-01 +4.3952e-01 -2.7537e+00
3896 +5.692892448e+00 +5.692892448e+00 -9.943071076e+02 -9.943071076e+02 -3.6866e+00 -1.8770e+00 +2.0310e+00 -4.4588e+00 +1.1702e+00 -2.4015e+00 -1.0115e+00 -4.6187e+00 +2.0616e+00 +1.3176e+00 +3.9646e+00 -1.5507e+00 +1.1302e+00 -7.4476e-01 -1.7478e+00 -3.3721e+00 +3.2213e+00 +1.6519e-01 +2.4712e-01 -2.6270e+00
3905 +4.867361098e+00 +4.867361098e+00 -9.951326389e+02 -9.951326389e+02 -3.8539e+00 -1.6711e+00 +1.9386e+00 -4.3523e+00 +1.1341e+00 -2.6509e+00 -1.4647e+00 -4.7994e+00 +1.4457e+00 +2.0777e+00 +4.0472e+00 -1.5538e+00 +1.3871e+00 -4.1195e-01 -1.8188e+00 -3.9136e+00 +3.1557e+00 +2.4662e-01 +1.9787e-01 -1.8394e+00
3931 +4.225806716e+00 +4.225806716e+00 -9.957741933e+02 -9.957741933e+02 -3.5466e+00 -2.6061e+00 +2.2360e+00 -4.6564e+00 +1.0996e+00 -3.1237e+00 -1.0181e+00 -4.8487e+00 +1.7081e+00 +1.8221e+00 +3.8235e+00 -1.4457e+00 +1.6699e+00 -4.7721e-01 -1.4253e+00 -3.7570e+00 +3.2555e+00 +6.8653e-02 +1.1949e+00 -1.7137e+00
4107 +3.127729668e+00 +3.127729668e+00 -9.968722703e+02 -9.968722703e+02 -3.9264e+00 -2.3563e+00 +1.4607e+00 -4.0717e+00 +7.2995e-01 -3.0779e+00 -9.9078e-01 -5.0413e+00 +2.6672e+00 +2.5851e+00 +3.9140e+00 -1.9602e+00 +8.2283e-01 -6.4684e-01 -1.4546e+00 -3.3855e+00 +2.8195e+00 -2.8816e-01 +1.0318e+00 -2.2393e+00
5298 +3.043653193e+00 +3.043653193e+00 -9.969563468e+02 -9.969563468e+02 -3.5967e+00 -2.4095e+00 +1.5298e+00 -3.8216e+00 +1.2387e+00 -3.8152e+00 -8.1296e-01 -4.3404e+00 +2.3497e+00 +2.6692e+00 +4.1236e+00 -1.0452e+00 +1.5333e+00 -8.6349e-01 -1.7653e+00 -4.0406e+00 +1.9145e+00 -9.0949e-01 +5.1373e-01 -1.8703e+00
5317 +2.807449008e+00 +2.807449008e+00 -9.971925510e+02 -9.971925510e+02 -3.5882e+00 -2.5285e+00 +1.6458e+00 -4.0487e+00 +8.9925e-01 -3.4326e+00 -8.9180e-01 -4.4742e+00 +1.9094e+00 +2.7603e+00 +4.2316e+00 -1.7370e+00 +1.4776e+00 -5.9978e-01 -1.5615e+00 -3.5601e+00 +1.7258e+00 -9.9268e-01 +4.7459e-01 -1.5417e+00
5326 +2.742458554e+00 +2.742458554e+00 -9.972575414e+02 -9.972575414e+02 -3.6444e+00 -2.1264e+00 +1.2981e+00 -4.2291e+00 +8.0744e-01 -3.2969e+00 -1.0420e+00 -4.7212e+00 +1.9270e+00 +2.7513e+00 +4.1458e+00 -1.6924e+00 +9.5355e-01 -9.8430e-01 -1.8593e+00 -3.8019e+00 +1.3611e+00 -6.1568e-01 -1.0860e-01 -1.9901e+00
6058 +2.689372968e+00 +2.689372968e+00 -9.973106270e+02 -9.973106270e+02 -3.8094e+00 -2.7272e+00 +1.5367e+00 -4.2970e+00 +1.1506e+00 -3.1983e+00 -8.2360e-01 -4.7376e+00 +2.5369e+00 +2.2695e+00 +4.1425e+00 -1.8280e+00 +1.2277e+00 -7.3800e-01 -1.9768e+00 -3.3371e+00 +2.3712e+00 -1.9441e-01 +1.4235e+00 -1.5819e+00
6319 +2.464312198e+00 +2.464312198e+00 -9.975356878e+02 -9.975356878e+02 -3.4743e+00 -2.7989e+00 +1.5014e+00 -4.7221e+00 +8.6830e-01 -3.7010e+00 -8.3792e-01 -4.2886e+00 +1.9823e+00 +2.5146e+00 +4.2637e+00 -1.6459e+00 +1.2293e+00 -7.5659e-01 -2.1005e+00 -3.9981e+00 +1.7227e+00 -6.1537e-02 +8.6648e-01 -2.6819e+00
6396 +2.287360919e+00 +2.287360919e+00 -9.977126391e+02 -9.977126391e+02 -3.7944e+00 -1.6814e+00 +1.8715e+00 -4.6935e+00 +1.0770e+00 -3.7054e+00 -7.4464e-01 -4.6435e+00 +2.0423e+00 +2.4534e+00 +4.0773e+00 -1.8583e+00 +1.2984e+00 -1.0342e+00 -2.2014e+00 -3.6761e+00 +2.3594e+00 -5.5144e-01 -3.8805e-02 -2.4287e+00
6577 +2.229193965e+00 +2.229193965e+00 -9.977708060e+02 -9.977708060e+02 -3.7878e+00 -2.4367e+00 +1.6830e+00 -4.6568e+00 +8.8170e-01 -3.5222e+00 -8.1564e-01 -4.8037e+00 +2.3501e+00 +2.2208e+00 +4.3919e+00 -1.2674e+00 +1.1390e+00 -5.1661e-01 -2.3314e+00 -3.8062e+00 +2.6455e+00 -5.6494e-01 +6.7131e-01 -2.1158e+00
6652 +2.120617081e+00 +2.120617081e+00 -9.978793829e+02 -9.978793829e+02 -4.0149e+00 -1.8239e+00 +1.6358e+00 -4.6785e+00 +1.3033e+00 -3.6613e+00 -8.8782e-01 -4.3500e+00 +2.3314e+00 +2.2259e+00 +4.1661e+00 -1.3169e+00 +1.5724e+00 -9.4610e-01 -1.7691e+00 -3.6515e+00 +2.3494e+00 -4.0066e-01 +6.4718e-01 -2.6666e+00
6671 +2.081819457e+00 +2.081819457e+00 -9.979181805e+02 -9.979181805e+02 -4.0325e+00 -1.9198e+00 +1.6206e+00 -4.7694e+00 +1.0943e+00 -3.5294e+00 -8.0752e-01 -4.5379e+00 +2.1109e+00 +2.3528e+00 +4.0219e+00 -1.7107e+00 +1.7664e+00 -7.4334e-01 -1.9626e+00 -3.4949e+00 +1.9341e+00 -1.3852e-01 +4.2181e-01 -2.5796e+00
7458 +2.020020775e+00 +2.020020775e+00 -9.979799792e+02 -9.979799792e+02 -3.8224e+00 -2.5636e+00 +1.7450e+00 -4.4261e+00 +1.3227e+00 -3.6127e+00 -7.2552e-01 -4.7011e+00 +2.0434e+00 +2.1726e+00 +4.0749e+00 -1.4726e+00 +9.5772e-01 -8.3006e-01 -1.7372e+00 -3.5921e+00 +2.2269e+00 -2.2764e-01 +8.4256e-01 -2.0730e+00
9467 +1.991116985e+00 +1.991116985e+00 -9.980088830e+02 -9.980088830e+02 -3.9229e+00 -2.5312e+00 +1.8833e+00 -4.6701e+00 +1.2420e+00 -3.5850e+00 -9.9168e-01 -4.7685e+00 +2.1526e+00 +2.3985e+00 +3.8632e+00 -1.4499e+00 +1.1983e+00 -7.6051e-01 -1.9197e+00 -3.2559e+00 +2.1638e+00 -2.9903e-01 +6.5284e-01 -2.3898e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.367961493e+01 +8.367961493e+01 +1.083679615e+03 +1.083679615e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 +7.954638324e+01 +7.954638324e+01 +1.079546383e+03 +1.079546383e+03 -2.9431e-01 +9.5938e-01 -1.1018e+00 +1.1720e-01 +8.5980e-01 +5.7986e-02 -7.5052e-01 -8.3348e-01 +3.7189e-01 -1.9749e+00 -9.9341e-01 -4.0752e-01 -5.0530e-01 -8.2474e-01 +2.7080e-01 -3.2362e-01 -7.8469e-01 +9.7504e-01 -5.9458e-01 +1.4245e+00
21 +7.851252977e+01 +7.851252977e+01 +1.078512530e+03 +1.078512530e+03 -4.1589e-01 +1.6394e+00 -1.1164e+00 +8.1901e-01 +1.0676e+00 +1.0850e+00 -6.9921e-01 -1.4640e+00 +1.7666e+00 -1.2289e+00 +2.5625e-01 -1.4930e+00 -6.7676e-01 -9.7944e-01 +9.2179e-01 -3.6301e-01 -3.2049e-01 +9.4390e-01 -1.4110e+00 +7.5407e-01
44 +7.601866532e+01 +7.601866532e+01 +1.076018665e+03 +1.076018665e+03 +4.5401e-01 +3.7242e+00 -2.4915e+00 -1.7203e+00 -2.5860e-01 +2.6437e-02 -1.4730e+00 +1.0307e+00 -3.9331e-01 -7.7349e-01 -5.8651e-01 +7.5597e-01 -5.5467e-01 -3.9651e+00 -1.6900e+00 +2.0887e-01 +1.4487e-01 +2.0156e+00 -1.3516e+00 +2.2671e-01
59 +7.168396044e+01 +7.168396044e+01 +1.071683960e+03 +1.071683960e+03 +4.1939e-01 +3.9098e+00 -2.1130e+00 -2.4909e+00 -1.0721e+00 -4.4788e-01 -3.9760e-01 -8.3853e-01 -1.4424e+00 -3.7315e-01 -1.6164e+00 +2.3214e-01 -1.3000e+00 -4.1926e+00 -6.3163e-01 +6.3545e-01 +3.6418e-01 +2.8953e+00 -2.7282e+00 -2.3970e-01
163 +6.877486753e+01 +6.877486753e+01 +1.068774868e+03 +1.068774868e+03 +2.6440e+00 +4.4270e+00 -3.8207e+00 -9.0151e-01 +1.3688e+00 +2.2838e+00 +1.4439e-01 -1.7737e+00 +1.3110e+00 +6.9052e-01 -1.3294e+00 +2.7740e+00 -1.3553e+00 -1.9298e+00 -3.3727e+00 -1.7152e+00 -9.8684e-01 +2.4358e+00 -8.2426e-01 +4.7526e-01
174 +6.641987982e+01 +6.641987982e+01 +1.066419880e+03 +1.066419880e+03 +3.1064e+00 +4.1403e+00 -5.5519e+00 -1.6744e+00 +1.8401e+00 +4.0870e+00 +1.0535e+00 -2.8132e+00 +3.6262e+00 -3.8228e-01 -1.3883e+00 +3.1919e+00 -7.7700e-01 -1.8972e+00 -3.5315e+00 -1.4734e+00 -1.2456e+00 +2.1642e+00 -6.4133e-01 -7.9493e-01
190 +6.580335133e+01 +6.580335133e+01 +1.065803351e+03 +1.065803351e+03 +4.2737e+00 +5.4452e+00 -5.7817e+00 -1.3259e+00 +1.0293e+00 +3.6441e+00 +2.1941e-01 -2.3796e+00 +3.2654e+00 -3.6492e-01 -1.3292e+00 +3.0467e+00 -4.0391e-01 -3.3886e+00 -3.8974e+00 -1.8851e+00 -1.7706e+00 +1.8481e+00 -8.7586e-01 +7.5502e-01
208 +5.958803486e+01 +5.958803486e+01 +1.059588035e+03 +1.059588035e+03 +1.6878e+00 +2.5150e+00 -6.0023e+00 -9.1870e-01 +2.4386e+00 +5.0608e+00 +1.1778e+00 -3.2321e+00 +4.3046e+00 +3.0169e-01 -4.3110e-01 +4.1588e+00 +9.3713e-01 -1.9816e+00 -2.6030e+00 -1.7152e+00 -1.6295e-01 -5.1075e-01 -2.1382e+00 -2.3214e-01
214 +5.557380132e+01 +5.557380132e+01 +1.055573801e+03 +1.055573801e+03 +8.7539e-01 +2.1685e+00 -5.6820e+00 -9.1826e-01 +2.0406e+00 +4.9409e+00 +1.0248e-01 -4.1526e+00 +3.2064e+00 +1.6403e-01 -1.5468e+00 +4.1780e+00 +2.7692e-01 -2.6383e+00 -3.3444e+00 -1.4978e+00 +3.1669e-01 -1.0643e+00 -2.3120e+00 +1.2120e+00
223 +4.600998603e+01 +4.600998603e+01 +1.046009986e+03 +1.046009986e+03 +2.6118e+00 +1.7981e+00 -5.9369e+00 -7.0195e-02 +3.1157e+00 +4.2773e+00 -4.4555e-01 -4.7821e+00 +4.0539e+00 -7.4715e-01 -1.3368e+00 +3.4281e+00 +1.5507e+00 -5.4513e-01 -3.3365e+00 -2.0104e+00 -8.9389e-01 -3.5818e-01 -2.3596e+00 +2.8745e+00
307 +3.745834774e+01 +3.745834774e+01 +1.037458348e+03 +1.037458348e+03 +2.7481e+00 +2.4854e+00 -3.1466e+00 +1.1726e-01 +1.5582e+00 +5.5150e+00 -1.2411e+00 -3.0563e+00 +1.5851e+00 -1.4767e+00 -1.4370e+00 +2.1460e+00 -1.7016e-02 -3.4280e+00 -3.3479e+00 -1.9589e+00 -5.1860e-01 -1.2879e+00 -3.1386e+00 +1.3466e+00
319 +2.887251427e+01 +2.887251427e+01 +1.028872514e+03 +1.028872514e+03 +2.2777e+00 +4.3853e+00 -4.3330e+00 +1.4491e+00 +1.0467e+00 +6.4764e+00 -4.4594e-01 -2.1241e+00 +2.5985e+00 -2.3102e+00 -4.0431e-01 +2.7493e+00 -6.8293e-01 -4.0590e+00 -3.5492e+00 -1.6703e+00 +2.2362e-01 -2.6102e+00 -3.3635e+00 +2.8106e+00
328 +2.161032701e+01 +2.161032701e+01 +1.021610327e+03 +1.021610327e+03 +2.3126e+00 +5.4311e+00 -4.7271e+00 +9.9284e-01 +1.4468e+00 +4.2153e+00 -8.1993e-01 -3.1960e+00 +2.2503e+00 -2.3890e+00 -5.1758e-01 +5.0308e+00 -2.0852e-01 -3.9561e+00 -2.9220e+00 -4.5329e-01 -2.2979e+00 -1.4382e+00 -3.2377e+00 +3.0877e+00
