% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
28 +6.383089532e+02 +6.383089532e+02 +5.168789532e+02 +5.168789532e+02 +2.1748e+00 -1.1876e-01 -5.1736e-01 -2.7638e-01 -1.8263e+00 -1.6607e+00 +1.2002e+00 -1.8518e+00 -4.3374e+00 -4.0742e-01 -1.3522e-01 -3.7630e+00 +1.9293e+00 +1.7450e+00 -4.8646e-01 +7.6135e-01 -9.4468e-01 +9.0513e-01 -3.2155e+00 -1.8053e+00
38 +5.055883950e+02 +5.055883950e+02 +3.841583950e+02 +3.841583950e+02 +3.6144e+00 +1.1198e+00 -1.3140e+00 +6.6090e-01 -1.5463e+00 -2.3737e+00 +2.3745e+00 -2.6489e+00 -2.9127e+00 +4.5245e-01 -1.2035e+00 -1.7827e+00 +2.1934e+00 +2.4212e+00 +7.7498e-01 +2.0217e+00 +3.2965e-02 +2.3732e+00 -2.9266e+00 -8.6742e-01
49 +3.176819145e+02 +3.176819145e+02 +1.962519145e+02 +1.962519145e+02 +2.7263e+00 +1.4812e+00 -1.1808e+00 -1.1673e+00 -1.5964e+00 -2.4254e+00 -3.2765e-02 -2.5454e+00 -4.5432e+00 -7.4304e-01 -1.6391e+00 -3.9112e+00 +8.8814e-01 +1.3293e+00 +7.2142e-01 +1.8229e+00 -9.7522e-01 +1.0945e+00 -1.5135e+00 -2.7996e+00
52 +2.507473778e+02 +2.507473778e+02 +1.293173778e+02 +1.293173778e+02 +1.0397e+00 +2.5135e+00 -3.1299e+00 -1.0992e+00 -2.5859e+00 -2.0318e+00 +9.1186e-01 -2.4581e+00 -5.8053e+00 +1.9413e-01 -2.7693e+00 -4.0070e+00 +1.4713e+00 -3.2765e-01 +4.1198e-01 +2.5002e+00 -6.8494e-01 +1.3158e+00 -2.7205e+00 -2.4407e+00
62 +1.598740836e+02 +1.598740836e+02 +3.844408356e+01 +3.844408356e+01 +7.7657e-01 +1.2566e+00 -3.0317e+00 -1.2307e+00 -3.0027e+00 -1.7303e+00 -9.5866e-01 -1.0640e+00 -6.8016e+00 +2.6993e-01 -2.2998e+00 -6.8560e+00 +9.8728e-01 -1.9074e+00 +1.7439e+00 +1.6686e+00 +4.4097e-01 +1.0617e+00 -3.2844e+00 -2.4276e+00
159 +1.546093187e+02 +1.546093187e+02 +3.317931873e+01 +3.317931873e+01 +6.4842e-01 +2.5272e+00 -3.5127e+00 -1.3943e+00 -4.5025e+00 -3.7476e+00 -5.1810e-01 +1.0264e+00 -4.8160e+00 +1.8102e+00 +5.0170e-01 -4.7608e+00 -3.5262e+00 -1.8644e+00 +8.6961e-01 -1.3727e+00 +5.3256e-01 +9.7728e-01 -3.1839e+00 -3.3931e+00
169 +1.482209407e+02 +1.482209407e+02 +2.679094074e+01 +2.679094074e+01 +4.9182e-01 +1.8137e+00 -3.4568e+00 -1.4293e+00 -4.7730e+00 -3.9665e+00 -9.4794e-01 -2.2290e-01 -4.7316e+00 +1.5793e+00 -4.0876e-01 -4.5869e+00 -2.1601e+00 -1.3180e+00 +1.0144e+00 -1.4687e+00 +3.7024e-01 +6.9226e-01 -4.2338e+00 -3.7678e+00
282 +1.161174486e+02 +1.161174486e+02 -5.312551363e+00 -5.312551363e+00 +1.8361e-03 +2.4271e+00 -3.8027e+00 -5.7666e-01 -2.5393e+00 -3.7753e+00 -2.3646e+00 +3.5409e-01 -5.0805e+00 +8.0789e-01 -8.4258e-01 -5.8093e+00 -8.0747e-01 +1.7617e+00 +2.7288e+00 +1.9348e-02 -1.9737e-01 -1.4582e+00 -2.5225e+00 -2.6481e+00
1308 +1.033041599e+02 +1.033041599e+02 -1.812584011e+01 -1.812584011e+01 +2.0986e+00 +3.3246e+00 -4.2908e+00 -1.9120e+00 -2.1571e+00 -2.5315e+00 -1.5275e+00 -1.0255e-01 -2.4430e-01 -1.3797e+00 -8.0377e-02 -3.7688e+00 +6.8332e-01 -3.7089e-02 +3.5438e+00 -3.7720e-01 -2.3283e+00 +4.3902e-01 -3.9865e+00 -6.6956e-01
1314 +7.259288752e+01 +7.259288752e+01 -4.883711248e+01 -4.883711248e+01 +2.7460e+00 +4.8027e+00 -2.9571e+00 -1.8237e+00 -1.8765e+00 -3.0505e+00 -1.5958e+00 +1.4680e-01 -1.0460e+00 -1.6082e+00 -2.7881e-01 -3.0209e+00 +4.2585e-01 -9.9312e-03 +3.4823e+00 -5.6360e-01 -9.2868e-01 +2.7080e-01 -4.4498e+00 -7.8929e-01
2096 +5.866541135e+01 +5.866541135e+01 -6.276458865e+01 -6.276458865e+01 +1.8400e-03 +7.1270e+00 -2.9262e+00 -1.8102e+00 -3.1830e+00 -3.4068e+00 +6.9678e-02 +3.1419e+00 -2.6108e+00 +2.8900e+00 +3.0781e+00 -4.0748e+00 -3.6296e+00 -9.8313e-01 +1.2760e+00 -2.0082e+00 +2.4411e+00 +4.0589e-01 -2.3258e+00 -4.4035e+00
2769 +5.546963079e+01 +5.546963079e+01 -6.596036921e+01 -6.596036921e+01 +1.3401e+00 +4.7172e+00 -3.7291e+00 -2.4352e+00 -4.6337e+00 -3.4009e+00 -1.9486e+00 -6.0178e-01 +4.4098e-01 -6.0498e-01 +4.0198e-01 -4.1188e+00 -7.6734e-01 -2.4406e+00 +3.9506e+00 -1.8391e+00 -1.5342e+00 -8.6475e-01 -4.4483e+00 -2.7124e+00
3067 +5.403647493e+01 +5.403647493e+01 -6.739352507e+01 -6.739352507e+01 -9.2587e-01 +3.6492e+00 -3.2571e+00 -7.0052e-01 -1.6030e+00 -4.1253e+00 -2.7808e-01 +6.1774e-01 -1.8598e+00 +1.5099e+00 -2.2073e-01 -4.5056e+00 -5.3060e-01 -2.3525e-01 +3.8523e+00 -8.6762e-01 -1.5940e-01 -2.0394e+00 -3.7007e+00 -2.6216e+00
3776 +5.063229290e+01 +5.063229290e+01 -7.079770710e+01 -7.079770710e+01 -4.6854e-01 +4.6353e+00 -4.5534e+00 -2.8735e+00 -4.1885e+00 -2.4855e+00 -4.8751e-01 +1.0009e-02 -3.4709e+00 -7.0187e-01 -5.3341e-01 -5.3157e+00 -1.4381e+00 -3.8269e+00 +2.0885e+00 +9.2297e-02 +9.6503e-01 -1.5249e+00 -2.6569e+00 -4.4345e+00
4163 +4.817171760e+01 +4.817171760e+01 -7.325828240e+01 -7.325828240e+01 +1.2734e+00 +5.7100e+00 -3.3306e+00 -2.0954e+00 -3.9730e+00 -3.4928e+00 -2.2870e+00 +8.6037e-01 -3.4276e-01 +3.5367e-01 -6.1741e-01 -4.4012e+00 -9.4047e-01 -3.4722e-01 +4.1440e+00 -2.1404e+00 -1.5374e-01 -1.6017e+00 -3.2456e+00 -2.6808e+00
4204 +3.912864391e+01 +3.912864391e+01 -8.230135609e+01 -8.230135609e+01 +6.1201e-01 +4.8302e+00 -3.3895e+00 -1.2809e+00 -2.7795e+00 -4.2139e+00 +2.6469e-01 +3.1486e-01 -1.0419e+00 +5.0935e-01 -1.3395e+00 -4.2043e+00 -1.4115e+00 -1.9113e+00 +2.4183e+00 -6.8798e-01 -1.5649e-01 -1.5845e+00 -3.7263e+00 -3.5683e+00
4632 +3.837374498e+01 +3.837374498e+01 -8.305625502e+01 -8.305625502e+01 +2.0353e-01 +4.8139e+00 -4.3631e+00 -2.4195e+00 -2.6318e+00 -3.8872e+00 -2.7239e-01 +5.1686e-01 -2.6513e+00 +2.7456e-02 -4.1818e-01 -5.9437e+00 -1.4376e+00 -1.0128e+00 +3.3754e+00 -1.0149e+00 +8.7759e-01 -7.8475e-01 -1.5311e+00 -2.6389e+00
4640 +3.689155899e+01 +3.689155899e+01 -8.453844101e+01 -8.453844101e+01 -4.6500e-02 +4.9645e+00 -4.3966e+00 -2.1594e+00 -3.4690e+00 -3.0169e+00 -4.0011e-01 +1.1784e+00 -2.4130e+00 +1.5828e-01 +1.0123e+00 -5.8647e+00 -1.3824e+00 -1.1235e+00 +3.2245e+00 -1.3821e+00 +8.7978e-01 -2.9999e-01 -1.7982e+00 -2.9628e+00
5091 +3.470387663e+01 +3.470387663e+01 -8.672612337e+01 -8.672612337e+01 -2.9559e-01 +5.2384e+00 -4.0957e+00 -1.4728e+00 -2.3243e+00 -2.9502e+00 -6.3330e-02 -8.6920e-02 -1.0911e+00 +6.6079e-01 +4.3335e-01 -5.3044e+00 -1.8572e+00 -1.9026e+00 +3.3777e+00 -5.2088e-01 -4.0396e-01 -4.6722e-01 -3.0316e+00 -3.5577e+00
5096 +2.816749513e+01 +2.816749513e+01 -9.326250487e+01 -9.326250487e+01 -2.1563e-01 +5.2294e+00 -4.2468e+00 -1.6286e+00 -2.5788e+00 -2.6077e+00 -3.1014e-02 -1.6008e-01 -8.2612e-01 +1.2911e+00 +5.0640e-01 -4.6975e+00 -2.1749e+00 -1.6043e+00 +3.1024e+00 -6.7499e-01 -7.6916e-02 -1.0872e+00 -3.1741e+00 -3.2388e+00
5669 +2.628485053e+01 +2.628485053e+01 -9.514514947e+01 -9.514514947e+01 +9.2991e-01 +5.0144e+00 -2.4756e+00 -1.6848e+00 -3.0025e+00 -3.2620e+00 -1.8462e-01 +7.9891e-01 -1.4134e+00 +1.2243e+00 +8.5835e-01 -4.2907e+00 -1.6651e+00 -1.5440e+00 +1.8480e+00 -7.1639e-01 +7.8888e-01 -3.5431e-01 -2.9582e+00 -3.8051e+00
5683 +2.103570276e+01 +2.103570276e+01 -1.003942972e+02 -1.003942972e+02 +1.5200e+00 +4.5124e+00 -2.4246e+00 -8.0146e-01 -2.4512e+00 -3.4396e+00 -1.5160e-01 +1.0804e+00 -1.2697e+00 +1.5945e+00 +9.7630e-01 -3.8625e+00 -9.1462e-01 -7.6494e-01 +1.8220e+00 -1.0280e+00 +6.1523e-01 -4.3187e-03 -2.5002e+00 -3.2827e+00
7060 +2.053048658e+01 +2.053048658e+01 -1.008995134e+02 -1.008995134e+02 +6.7347e-01 +4.6160e+00 -3.0689e+00 -1.9452e+00 -3.4708e+00 -2.6927e+00 -1.0352e+00 +1.0110e+00 -2.4212e+00 +7.4893e-01 -1.1054e-01 -3.1051e+00 -2.2152e-01 -1.4209e+00 +1.9326e+00 +5.7675e-01 +1.0095e+00 -9.8556e-01 -2.1045e+00 -2.9957e+00
7506 +1.804920052e+01 +1.804920052e+01 -1.033807995e+02 -1.033807995e+02 +2.1043e+00 +4.0656e+00 -2.8965e+00 -2.4522e+00 -3.6930e+00 -3.5168e+00 -1.1899e+00 +3.7981e-01 -1.3648e+00 +6.4261e-01 +6.2917e-01 -3.1290e+00 -6.7676e-02 -1.7878e+00 +2.0575e+00 -8.0430e-01 +6.3218e-01 +9.0570e-02 -2.6987e+00 -2.5201e+00
7556 +1.745757163e+01 +1.745757163e+01 -1.039724284e+02 -1.039724284e+02 +1.4538e+00 +3.9550e+00 -3.3590e+00 -2.3838e+00 -3.4094e+00 -3.8637e+00 -1.0170e+00 +4.3457e-02 -1.3385e+00 +7.8526e-01 +7.7238e-01 -3.0774e+00 -1.3728e-01 -1.8553e+00 +1.8226e+00 -6.6392e-01 +3.5824e-01 -1.3127e-01 -2.4882e+00 -2.3955e+00
7739 +1.682164194e+01 +1.682164194e+01 -1.046083581e+02 -1.046083581e+02 +1.7057e+00 +4.5428e+00 -3.0577e+00 -2.2012e+00 -3.5228e+00 -2.9004e+00 -1.9468e+00 +2.1603e-01 -1.8235e+00 +1.1177e+00 +1.7562e+00 -3.1371e+00 +1.2429e-01 -8.6414e-01 +2.0909e+00 -1.0999e+00 +8.3971e-01 -5.1989e-01 -2.4610e+00 -2.5749e+00
7875 +1.144386661e+01 +1.144386661e+01 -1.099861334e+02 -1.099861334e+02 +2.1887e+00 +3.8956e+00 -3.6298e+00 -1.9951e+00 -3.7016e+00 -2.7431e+00 -1.6025e+00 +3.1760e-01 -1.4616e+00 +1.9222e+00 +5.5973e-01 -3.5066e+00 -7.1449e-01 -5.4520e-01 +2.1645e+00 -9.2840e-01 +1.8760e-01 +1.8767e-02 -2.2075e+00 -2.5279e+00
8728 +1.095156578e+01 +1.095156578e+01 -1.104784342e+02 -1.104784342e+02 +2.1536e+00 +4.7919e+00 -3.2050e+00 -2.2782e+00 -3.1505e+00 -3.4144e+00 -8.4109e-01 +7.1531e-01 -1.8375e+00 +7.3910e-01 +7.4309e-02 -3.0269e+00 -3.9561e-01 -5.7933e-01 +2.2550e+00 -2.4492e-01 +3.3875e-01 +1.6483e-01 -2.3576e+00 -1.9769e+00
8739 +8.127508946e+00 +8.127508946e+00 -1.133024911e+02 -1.133024911e+02 +2.0777e+00 +4.7115e+00 -2.8437e+00 -2.1189e+00 -3.0513e+00 -3.3495e+00 -6.8841e-01 +8.6955e-01 -1.7110e+00 +5.7016e-01 +2.3009e-01 -3.0798e+00 -3.8987e-01 -5.6103e-01 +2.1811e+00 -5.6731e-01 +2.8264e-01 -1.1573e-01 -2.0718e+00 -1.9526e+00
10155 +7.539563256e+00 +7.539563256e+00 -1.138904367e+02 -1.138904367e+02 +2.0050e+00 +5.0549e+00 -2.7823e+00 -2.1299e+00 -3.3628e+00 -3.3331e+00 -1.3639e+00 +5.2439e-01 -1.0839e+00 +1.1861e+00 +6.0873e-01 -3.2168e+00 -5.3312e-01 -8.7422e-01 +2.1015e+00 -1.0755e+00 +2.4731e-01 +2.8530e-01 -2.0641e+00 -2.6368e+00
10898 +7.354572680e+00 +7.354572680e+00 -1.140754273e+02 -1.140754273e+02 +8.2157e-01 +5.4146e+00 -3.2964e+00 -1.7462e+00 -3.4708e+00 -3.7335e+00 -1.3733e+00 +5.2426e-01 -2.4195e-01 +1.4005e+00 +1.2901e+00 -3.2118e+00 -8.6124e-01 -5.4984e-01 +2.2312e+00 -1.1527e+00 +5.7794e-01 -4.7004e-02 -1.7795e+00 -2.4348e+00
11446 +7.200981672e+00 +7.200981672e+00 -1.142290183e+02 -1.142290183e+02 +2.7214e+00 +4.4483e+00 -3.3165e+00 -2.5261e+00 -3.1243e+00 -2.5911e+00 -9.6492e-01 +1.0743e+00 -7.9650e-01 +1.6082e+00 +8.7866e-01 -2.4950e+00 -4.7551e-01 -1.6640e-01 +2.4162e+00 -7.6739e-01 +3.3138e-01 -7.4300e-02 -1.8162e+00 -2.5313e+00
11508 +6.907210941e+00 +6.907210941e+00 -1.145227891e+02 -1.145227891e+02 +2.5087e+00 +4.3063e+00 -3.2315e+00 -2.4830e+00 -2.8211e+00 -2.8952e+00 -1.0605e+00 +1.6236e+00 -6.0922e-01 +1.8603e+00 +7.9160e-01 -2.3030e+00 +5.3959e-02 +4.9256e-01 +2.7123e+00 -7.8459e-01 +8.9710e-01 -5.5358e-03 -1.2822e+00 -2.2811e+00
11511 +5.935018928e+00 +5.935018928e+00 -1.154949811e+02 -1.154949811e+02 +2.8337e+00 +4.1380e+00 -3.4788e+00 -2.3306e+00 -3.0072e+00 -2.7291e+00 -9.1201e-01 +1.3355e+00 -5.2754e-01 +1.9416e+00 +5.2792e-01 -2.2474e+00 -4.2228e-01 +6.3492e-02 +2.8094e+00 -8.9628e-01 +3.5866e-01 -4.6141e-02 -1.8319e+00 -2.2527e+00
11613 +5.051605446e+00 +5.051605446e+00 -1.163783946e+02 -1.163783946e+02 +2.3033e+00 +4.7776e+00 -3.2918e+00 -2.0891e+00 -3.3187e+00 -3.1820e+00 -1.1228e+00 +1.0507e+00 -2.9947e-01 +1.6402e+00 +6.9460e-01 -2.3007e+00 -2.4551e-01 -2.3906e-01 +2.4217e+00 -1.1892e+00 +7.6741e-01 -4.1585e-01 -1.6087e+00 -2.5330e+00
11629 +4.784080652e+00 +4.784080652e+00 -1.166459193e+02 -1.166459193e+02 +2.3040e+00 +4.7836e+00 -3.1787e+00 -2.0580e+00 -3.1894e+00 -3.3361e+00 -1.1006e+00 +1.1468e+00 -3.5262e-01 +1.6265e+00 +5.0076e-01 -2.2270e+00 -9.5856e-02 -6.8777e-02 +2.3108e+00 -1.3491e+00 +7.6938e-01 -3.6936e-01 -1.4959e+00 -2.4360e+00
11637 +4.009278239e+00 +4.009278239e+00 -1.174207218e+02 -1.174207218e+02 +2.3301e+00 +4.5995e+00 -3.1178e+00 -2.0241e+00 -3.0901e+00 -3.2348e+00 -1.1747e+00 +1.2437e+00 -1.9356e-01 +1.6928e+00 +6.3114e-01 -2.1604e+00 -1.6571e-01 -1.7724e-01 +2.1570e+00 -1.3330e+00 +6.2305e-01 -2.3914e-01 -1.5465e+00 -2.2528e+00
13974 +3.328716664e+00 +3.328716664e+00 -1.181012833e+02 -1.181012833e+02 +2.3802e+00 +4.4902e+00 -3.4567e+00 -1.9659e+00 -3.0829e+00 -3.2939e+00 -1.1085e+00 +8.3618e-01 -1.0090e-01 +1.5799e+00 +9.3832e-01 -2.1741e+00 -1.3320e-01 -3.4725e-01 +2.7963e+00 -1.2995e+00 +5.6827e-01 -1.7770e-01 -1.8544e+00 -2.0031e+00
15115 +3.288774041e+00 +3.288774041e+00 -1.181412260e+02 -1.181412260e+02 +2.2989e+00 +4.5840e+00 -3.2249e+00 -2.2557e+00 -2.9921e+00 -3.3415e+00 -1.1270e+00 +9.3952e-01 +2.6354e-01 +1.6149e+00 +8.8021e-01 -2.1058e+00 -1.1891e-01 -3.4015e-01 +2.6945e+00 -1.1237e+00 +5.5692e-01 -1.7970e-01 -1.7741e+00 -1.9359e+00
15305 +3.209845240e+00 +3.209845240e+00 -1.182201548e+02 -1.182201548e+02 +2.2939e+00 +4.8585e+00 -3.1547e+00 -1.9874e+00 -3.1084e+00 -3.6089e+00 -9.4791e-01 +9.9466e-01 +1.6371e-01 +1.5918e+00 +9.8219e-01 -2.1138e+00 -3.5057e-01 -8.9798e-03 +2.7347e+00 -1.2303e+00 +6.6794e-01 -2.6051e-01 -1.5643e+00 -2.0711e+00
15316 +3.031649367e+00 +3.031649367e+00 -1.183983506e+02 -1.183983506e+02 +2.3625e+00 +4.9267e+00 -3.1637e+00 -1.9498e+00 -3.0200e+00 -3.6178e+00 -9.4254e-01 +1.0259e+00 +1.6995e-01 +1.4502e+00 +9.8431e-01 -2.0874e+00 -2.2897e-01 -4.8225e-02 +2.6375e+00 -1.0801e+00 +6.7139e-01 -3.5774e-01 -1.5647e+00 -2.0457e+00
16645 +2.908357249e+00 +2.908357249e+00 -1.185216428e+02 -1.185216428e+02 +2.4340e+00 +4.7794e+00 -3.1435e+00 -1.9374e+00 -2.9655e+00 -3.5410e+00 -9.0427e-01 +1.1131e+00 -5.0328e-02 +1.8114e+00 +6.2900e-01 -2.1927e+00 -2.4849e-01 -1.5159e-01 +2.5301e+00 -1.1968e+00 +7.9428e-01 -2.5317e-01 -1.4789e+00 -1.9653e+00
16783 +2.861642655e+00 +2.861642655e+00 -1.185683573e+02 -1.185683573e+02 +2.3994e+00 +4.7549e+00 -3.0220e+00 -1.9391e+00 -3.0124e+00 -3.5990e+00 -6.1937e-01 +1.1683e+00 +1.8650e-01 +1.5844e+00 +7.1774e-01 -2.0991e+00 -1.7663e-01 +5.9842e-02 +2.6524e+00 -1.1193e+00 +8.7001e-01 +2.7153e-02 -1.4974e+00 -1.8084e+00
16964 +2.710917681e+00 +2.710917681e+00 -1.187190823e+02 -1.187190823e+02 +2.3521e+00 +4.5802e+00 -3.1960e+00 -1.8958e+00 -2.9678e+00 -3.6518e+00 -7.7991e-01 +1.1508e+00 +3.3529e-01 +1.7000e+00 +6.7916e-01 -2.0278e+00 -3.5339e-02 -8.0689e-02 +2.7122e+00 -1.2343e+00 +8.3808e-01 -8.2032e-02 -1.5339e+00 -1.8921e+00
18527 +2.677213536e+00 +2.677213536e+00 -1.187527865e+02 -1.187527865e+02 +2.2647e+00 +4.6678e+00 -3.1066e+00 -1.9581e+00 -3.0316e+00 -3.4915e+00 -1.1313e+00 +1.0434e+00 -1.8886e-01 +1.3897e+00 +7.0302e-01 -2.1898e+00 -2.8505e-01 -7.2633e-02 +2.6178e+00 -1.3473e+00 +7.4906e-01 -4.8566e-01 -1.7064e+00 -2.0893e+00
19487 +2.412276138e+00 +2.412276138e+00 -1.190177239e+02 -1.190177239e+02 +2.5602e+00 +4.8177e+00 -2.7316e+00 -1.9609e+00 -2.8282e+00 -3.4337e+00 -9.7741e-01 +1.2404e+00 -1.4164e-01 +1.7274e+00 +1.0986e+00 -2.2880e+00 -2.4381e-01 -1.9876e-01 +2.2145e+00 -1.3624e+00 +7.9434e-01 +3.2043e-02 -1.6850e+00 -1.9402e+00
19583 +2.361670706e+00 +2.361670706e+00 -1.190683293e+02 -1.190683293e+02 +2.7340e+00 +4.8202e+00 -2.6462e+00 -1.9769e+00 -2.8687e+00 -3.4887e+00 -9.0345e-01 +1.3434e+00 -9.6931e-02 +1.6296e+00 +1.1573e+00 -2.1617e+00 -1.8452e-01 -7.2457e-02 +2.3383e+00 -1.3695e+00 +7.3219e-01 +1.6164e-01 -1.7406e+00 -1.6895e+00
19732 +2.337031402e+00 +2.337031402e+00 -1.190929686e+02 -1.190929686e+02 +2.6884e+00 +4.7638e+00 -2.4756e+00 -1.9998e+00 -2.8423e+00 -3.5539e+00 -9.1199e-01 +1.4847e+00 -1.7597e-01 +1.6129e+00 +1.1295e+00 -2.0681e+00 -2.3442e-01 -1.2172e-01 +2.2907e+00 -1.4038e+00 +7.6565e-01 +5.8987e-02 -1.7167e+00 -1.6531e+00
19789 +2.269449750e+00 +2.269449750e+00 -1.191605502e+02 -1.191605502e+02 +2.6432e+00 +4.8186e+00 -2.5544e+00 -2.0637e+00 -2.9126e+00 -3.5850e+00 -9.2771e-01 +1.4960e+00 -1.7345e-01 +1.6726e+00 +1.1079e+00 -2.0830e+00 -1.3529e-01 -2.1568e-01 +2.2859e+00 -1.4147e+00 +8.7689e-01 +3.6039e-02 -1.7692e+00 -1.7143e+00
19805 +2.180807522e+00 +2.180807522e+00 -1.192491925e+02 -1.192491925e+02 +2.6744e+00 +4.9004e+00 -2.6539e+00 -2.0722e+00 -2.9376e+00 -3.5143e+00 -9.8267e-01 +1.4075e+00 -1.0227e-01 +1.6512e+00 +1.0882e+00 -2.1190e+00 -2.3283e-01 -6.4730e-02 +2.2741e+00 -1.4204e+00 +7.9258e-01 -1.1664e-02 -1.7169e+00 -1.7779e+00
19842 +2.132688712e+00 +2.132688712e+00 -1.192973113e+02 -1.192973113e+02 +2.6721e+00 +4.9167e+00 -2.6408e+00 -2.0500e+00 -2.9157e+00 -3.5296e+00 -1.0426e+00 +1.3409e+00 -1.7223e-01 +1.6493e+00 +1.1445e+00 -2.1531e+00 -3.0930e-01 -8.8606e-02 +2.2937e+00 -1.4905e+00 +8.6947e-01 +1.4271e-01 -1.5812e+00 -1.5622e+00
19948 +2.043191813e+00 +2.043191813e+00 -1.193868082e+02 -1.193868082e+02 +2.5514e+00 +4.8886e+00 -2.6959e+00 -2.0572e+00 -2.9081e+00 -3.4719e+00 -1.0337e+00 +1.4145e+00 -1.1882e-01 +1.6613e+00 +1.0688e+00 -2.0900e+00 -3.2041e-01 +3.8374e-02 +2.3647e+00 -1.5018e+00 +9.2409e-01 +1.3540e-01 -1.6868e+00 -1.7159e+00
19989 +1.983347996e+00 +1.983347996e+00 -1.194466520e+02 -1.194466520e+02 +2.6558e+00 +4.8379e+00 -2.6711e+00 -2.0750e+00 -2.8563e+00 -3.3938e+00 -1.0902e+00 +1.4113e+00 -9.8422e-02 +1.6266e+00 +1.1597e+00 -2.0769e+00 -3.3748e-01 +3.0455e-03 +2.3870e+00 -1.4551e+00 +7.8028e-01 +1.2307e-01 -1.6321e+00 -1.6065e+00
23213 +1.946175605e+00 +1.946175605e+00 -1.194838244e+02 -1.194838244e+02 +2.5857e+00 +4.7996e+00 -2.8015e+00 -2.1552e+00 -3.0488e+00 -3.4300e+00 -1.2177e+00 +1.3944e+00 +1.7079e-02 +1.5412e+00 +1.0973e+00 -1.9809e+00 -1.2492e-01 +2.6808e-02 +2.3540e+00 -1.6229e+00 +8.6392e-01 +1.2490e-01 -1.6267e+00 -1.9270e+00
121747 +1.901060097e+00 +1.901060097e+00 -1.195289399e+02 -1.195289399e+02 +2.4755e+00 +4.0068e+00 -3.3363e+00 -1.7723e+00 -2.7975e+00 -3.1561e+00 -9.5766e-01 +8.8577e-01 +3.4367e-01 +1.8722e+00 +4.1428e-02 -2.0151e+00 +5.3760e-02 +1.0510e-01 +2.9130e+00 -8.5318e-01 +3.5571e-01 -3.6479e-01 -1.4415e+00 -1.9258e+00
123745 +1.856794389e+00 +1.856794389e+00 -1.195732056e+02 -1.195732056e+02 +2.4149e+00 +4.0263e+00 -3.2924e+00 -1.6961e+00 -2.7324e+00 -3.0557e+00 -9.6639e-01 +9.7204e-01 +2.4240e-01 +1.9119e+00 +6.6369e-02 -2.1055e+00 +3.8114e-02 +9.5972e-02 +2.7943e+00 -9.1710e-01 +4.5143e-01 -3.3000e-01 -1.3844e+00 -1.9127e+00
125347 +1.813458100e+00 +1.813458100e+00 -1.196165419e+02 -1.196165419e+02 +2.4317e+00 +4.0886e+00 -3.3273e+00 -1.6766e+00 -2.7753e+00 -3.1959e+00 -9.6625e-01 +8.7117e-01 +2.5800e-01 +1.8295e+00 +3.9246e-02 -2.1046e+00 +6.1243e-02 +1.1861e-01 +2.8815e+00 -8.7428e-01 +4.2694e-01 -3.5198e-01 -1.3647e+00 -1.8531e+00
% function evaluation | noise-free fitness - Fopt (-3.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.205348657e+02 +9.205348657e+02 +8.868948657e+02 +8.868948657e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
12 +8.793515728e+02 +8.793515728e+02 +8.457115728e+02 +8.457115728e+02 +1.9693e-01 -1.7653e-01 -1.1734e+00 -3.2627e+00 -2.6385e+00 -6.4569e-01 -3.8575e+00 -1.5041e+00 +1.1554e+00 -5.1942e-01 +4.8481e-01 -1.3069e+00 -1.2772e-01 -1.1872e+00 +2.7222e+00 +7.0931e-01 +2.0968e+00 -2.2643e+00 +1.0535e+00 +6.0992e-01
27 +8.417554822e+02 +8.417554822e+02 +8.081154822e+02 +8.081154822e+02 +1.6292e-02 -2.5419e-03 -5.7919e-01 -3.2803e+00 -3.7750e+00 +4.0711e-01 -2.1168e+00 -7.8937e-01 +1.6475e+00 +2.0107e-01 +1.7272e+00 -1.7683e+00 +2.2143e+00 -2.0652e+00 +2.6118e+00 +7.1151e-01 +1.1014e+00 -3.4720e+00 +9.8827e-01 -7.8069e-01
28 +8.179140728e+02 +8.179140728e+02 +7.842740728e+02 +7.842740728e+02 -3.3470e-01 +4.1992e-01 +1.0634e-01 -3.3919e+00 -3.1735e+00 -8.0024e-01 -4.1129e+00 -1.2031e+00 +1.9644e+00 +5.5929e-02 -1.3358e+00 -1.3143e+00 +4.6187e-01 -2.0507e+00 +3.4315e+00 +9.2150e-01 +1.8234e+00 -2.9475e+00 +1.5234e+00 -8.6773e-02
32 +6.667866611e+02 +6.667866611e+02 +6.331466611e+02 +6.331466611e+02 +1.7759e-01 -1.6496e-01 +1.0605e-01 -4.8413e+00 -3.4520e+00 +7.8254e-03 -4.5300e+00 +1.3753e+00 +1.2090e+00 +2.9885e-02 +1.6816e-01 +1.1086e-01 +7.7886e-01 -2.4587e+00 +4.3641e+00 +1.4600e+00 -3.9149e-01 -4.1088e-01 +1.2923e+00 +4.5490e-01
